adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
emmy rappes gata 3,1834,,3 395 000, 3 februari 2021,±0,113 167,vasastan,30 ," 1,5",5
döbelnsgatan 71a,2539,1.0,6 900 000, 3 februari 2021,21,121 053,vasastan,57 , 2,
drejargatan 7,2519,2.0,6 400 000, 3 februari 2021,12,110 345,vasastan,58 , 3,3
rådmansgatan 70b,2153,2.0,4 350 000, 2 februari 2021,9,124 286,vasastan,35 ," 1,5",2
rådmansgatan 37,1383,2.0,3 175 000, 2 februari 2021,22,122 115,vasastan,26 , 1,
vanadisvägen 2,1870,3.0,6 600 000, 2 februari 2021,±0,100 000,vasastan,66 , 3,
luntmakargatan 63,1012,3.0,3 700 000, 2 februari 2021,24,137 037,vasastan,27 , 1,
falugatan 7,2914,,8 100 000, 2 februari 2021,16,112 500,vasastan,72 , 3,
markvardsgatan 10,3034,3.0,10 500 000, 2 februari 2021,24,131 250,vasastan,80 , 3,4
gästrikegatan 7,3895,3.0,9 500 000, 2 februari 2021,12,115 854,vasastan,82 , 4,1
sonja kovalevskys gata 3,2450,3.0,4 725 000, 2 februari 2021,-1,96 429,vasastan,49 , 2,6
vidargatan 1,3145,1.0,9 670 000, 2 februari 2021,6,105 109,vasastan,92 , 3,3
dalagatan 36,1200,2.0,6 025 000, 2 februari 2021,21,98 770,vasastan,61 , 2,
emmy rappes gata 3,2381,3.0,3 995 000, 2 februari 2021,±0,99 875,vasastan,40 , 2,7
västmannagatan 71c,1783,1.0,6 250 000, 1 februari 2021,9,122 549,vasastan,51 , 2,4
roslagsgatan 47,1560,2.0,2 950 000, 1 februari 2021,6,105 357,vasastan,28 , 1,
tomtebogatan 46,4431,2.0,8 550 000, 1 februari 2021,9,103 012,vasastan,83 , 3,5
kungstensgatan 28 c,1521,3.0,7 050 000, 1 februari 2021,11,110 156,vasastan,64 , 2,5
vidargatan 4,6843,3.0,26 000 000, 1 februari 2021,24,140 541,vasastan,185 , 6,
norra stationsgatan 115,2818,2.0,5 400 000, 31 januari 2021,11,90 000,vasastan,60 , 3,
bråvallagatan 5 1,2619,2.0,3 960 000, 31 januari 2021,-1,92 093,vasastan,43 ," 1,5",5
birger jarlsgatan 107b,2848,3.0,6 550 000, 31 januari 2021,17,114 912,vasastan,57 , 2,3
nina einhorns gata 10,2610,3.0,3 825 000, 31 januari 2021,9,93 293,vasastan,41 , 2,4
rödabergsgatan 10,1950,2.0,4 525 000, 30 januari 2021,13,107 738,vasastan,42 , 2,
birger jarlsgatan 109 c,2636,1.0,6 375 000, 30 januari 2021,11,109 914,vasastan,58 , 2,3
karlbergsvägen 78,4774,,13 700 000, 30 januari 2021,30,129 245,vasastan,106 + 7 , 4,4
hagagatan 17h,3717,3.0,7 500 000, 29 januari 2021,7,96 154,vasastan,78 , 3,3
vikingagatan 16,3170,3.0,12 800 000, 29 januari 2021,2,111 304,vasastan,115 , 3,3
norrtullsgatan 20,3177,3.0,9 150 000, 29 januari 2021,2,101 667,vasastan,90 , 3,
birger jarlsgatan 109d ö.g 2tr,2541,1.0,6 550 000, 29 januari 2021,20,119 091,vasastan,55 , 2,
torbjörn klockares gata 23,3628,,5 750 000, 29 januari 2021,15,82 143,vasastan,70 , 2,2
atlasgatan 7,1285,2.0,3 050 000, 29 januari 2021,±0,112 963,vasastan,27 , 1,
dalagatan 90,3665,2.0,6 150 000, 29 januari 2021,3,83 108,vasastan,74 ," 2,5",
odengatan 30,914,2.0,5 070 000, 29 januari 2021,15,117 907,vasastan,43 , 2,2
luntmakargatan 74,1260,2.0,2 700 000, 29 januari 2021,15,128 571,vasastan,21 , 1,
dalagatan 70,2079,,5 350 000, 29 januari 2021,14,113 830,vasastan,47 , 2,4
dalagatan 40a,1429,2.0,3 400 000, 29 januari 2021,14,103 030,vasastan,33 , 1,
upplandsgatan 45,1312,3.0,7 350 000, 28 januari 2021,27,150 000,vasastan,49 + 8 , 2,
gästrikegatan 11,1974,1.0,6 550 000, 28 januari 2021,24,131 000,vasastan,50 , 2,3
bråvallagatan 3 - 1,2712,2.0,4 200 000, 28 januari 2021,8,100 000,vasastan,42 ," 1,5",5
sonja kovalevskys gata 8,2686,3.0,4 550 000, 28 januari 2021,8,91 919,vasastan,"49,5 ", 2,3
frejgatan 25,3665,4.0,8 100 000, 28 januari 2021,29,112 500,vasastan,72 , 3,
dalagatan 90,2427,,5 000 000, 28 januari 2021,±0,96 154,vasastan,52 , 2,2
völundsgatan 1,3856,2.0,7 400 000, 28 januari 2021,±0,112 121,vasastan,66 , 3,
gävlegatan 36b,1911,2.0,4 100 000, 28 januari 2021,±0,128 125,vasastan,32 , 2,12
fridhemsgatan 12,1200,3.0,3 000 000, 15 januari 2022,11,120 000,kungsholmen,25 , 1,
stagneliusvägen 23,3278,3.0,4 530 000, 14 januari 2022,13,95 368,kungsholmen,"47,5 ", 2,2
vitalisvägen 4,3557,,7 650 000, 14 januari 2022,9,98 077,kungsholmen,78 + 16 , 2,
alströmergatan 32 m - högst upp!,1534,,3 235 000, 14 januari 2022,30,115 536,kungsholmen,28 , 1,
vitalisvägen 7,2112,,3 620 000, 14 januari 2022,21,95 263,kungsholmen,38 , 2,3
gyllenborgsgatan 14,1650,,3 200 000, 14 januari 2022,19,96 970,kungsholmen,33 , 1,2
kungsklippan 11,2664,2.0,3 100 000, 14 januari 2022,15,100 000,kungsholmen,31 , 2,1
arbetargatan 28a,2425,3.0,6 250 000, 13 januari 2022,14,91 912,kungsholmen,68 , 2,
kungsholmsgatan 8a,946,,3 550 000, 13 januari 2022,11,118 333,kungsholmen,30 , 1,
inedalsgatan 9e,2919,3.0,7 400 000, 13 januari 2022,9,90 244,kungsholmen,82 , 3,
sankt eriksgatan 52,3041,3.0,6 415 000, 13 januari 2022,12,101 825,kungsholmen,63 , 2,2
industrigatan 12,1120,2.0,3 875 000, 13 januari 2022,18,113 971,kungsholmen,34 , 2,
kungsklippan 11,2670,2.0,3 300 000, 13 januari 2022,±0,110 000,kungsholmen,30 ," 1,5",
john ericssonsgatan 11,1629,3.0,3 290 000, 13 januari 2022,32,137 083,kungsholmen,24 , 1,6
karlsviksgatan 10,2808,2.0,7 750 000, 13 januari 2022,29,127 049,kungsholmen,61 , 2,4
ernst ahlgrens väg 7,1847,,3 360 000, 12 januari 2022,20,98 824,kungsholmen,34 ," 1,5",1
kronobergsgatan 16,2073,3.0,5 725 000, 12 januari 2022,21,119 271,kungsholmen,48 , 2,
industrigatan 9,1231,2.0,2 800 000, 12 januari 2022,13,121 739,kungsholmen,23 , 1,
hantverkargatan 44,4250,,11 000 000, 12 januari 2022,±0,125 000,kungsholmen,88 , 4,
love almqvists väg 10,3695,3.0,7 900 000, 12 januari 2022,±0,97 531,kungsholmen,81 , 3,
bergsgatan 47,1356,3.0,6 100 000, 12 januari 2022,22,117 308,kungsholmen,52 ," 1,5",
lindhagensterrassen 19,1843,3.0,3 800 000, 12 januari 2022,21,97 436,kungsholmen,39 , 1,
sankt göransgatan 153,1069,2.0,2 525 000, 12 januari 2022,10,93 519,kungsholmen,27 , 1,6
jaktvarvsplan 3,1715,2.0,3 250 000, 12 januari 2022,9,108 333,kungsholmen,30 , 1,2
kungsklippan 11,1904,2.0,2 660 000, 11 januari 2022,27,110 833,kungsholmen,24 , 1,
adlerbethsgatan 17,2543,1.0,4 580 000, 11 januari 2022,15,99 565,kungsholmen,46 , 2,
rålambsvägen 70,2576,3.0,3 550 000, 11 januari 2022,19,98 611,kungsholmen,36 , 2,1
polhemsgatan 31,1826,2.0,4 200 000, 11 januari 2022,20,113 514,kungsholmen,37 , 2,4
lindhagensgatan 104a,4067,3.0,6 700 000, 11 januari 2022,9,81 707,kungsholmen,82 , 3,6
sysslomansgatan 22,2154,3.0,3 700 000, 11 januari 2022,25,105 714,kungsholmen,35 ," 1,5",8
inedalsgatan 2a,3073,3.0,4 175 000, 11 januari 2022,19,101 829,kungsholmen,41 , 1,
kungsklippan 11,1905,2.0,2 660 000, 11 januari 2022,16,110 833,kungsholmen,24 , 1,4
celsiusgatan 4,2291,2.0,4 400 000, 11 januari 2022,17,110 000,kungsholmen,40 , 2,3
fleminggatan 97 a,1562,1.0,5 725 000, 10 januari 2022,22,116 837,kungsholmen,49 , 2,1
stadshagsplan 10,2449,3.0,4 300 000, 10 januari 2022,23,110 256,kungsholmen,39 , 2,
alströmergatan 32q,1868,,3 710 000, 10 januari 2022,13,106 000,kungsholmen,35 , 2,
lidnersgatan 6,3252,3.0,3 850 000, 10 januari 2022,21,97 468,kungsholmen,"39,5 ", 2,6
sankt eriksgatan 19,974,2.0,3 800 000, 10 januari 2022,23,111 765,kungsholmen,34 , 1,
stagneliusvägen 26,2250,2.0,2 800 000, 9 januari 2022,17,81 159,kungsholmen,"34,5 ", 2,
gyllenborgsgatan 15,1567,,3 050 000, 8 januari 2022,24,117 308,kungsholmen,26 , 1,
stadshagsplan 10,2565,3.0,4 025 000, 7 januari 2022,±0,98 171,kungsholmen,41 , 2,
ola hanssonsgatan 5,2274,,3 500 000, 7 januari 2022,4,87 500,kungsholmen,40 , 2,
john ericssonsgatan 11b,2566,2.0,4 550 000, 6 januari 2022,,103 409,kungsholmen,44 , 2,
gyllenborgsgatan 11,2123,,3 700 000, 5 januari 2022,17,94 872,kungsholmen,39 , 2,4
sysslomansgatan 24,1230,3.0,2 900 000, 5 januari 2022,16,120 833,kungsholmen,24 , 1,6
garvar lundins gränd 10,6994,2.0,15 000 000, 4 januari 2022,6,111 940,kungsholmen,134 , 4,4
lindhagensgatan 67,2352,,3 700 000, 3 januari 2022,16,86 047,kungsholmen,43 , 2,
nordenflychtsvägen 62,2650,3.0,9 250 000, 30 december 2021,4,103 933,kungsholmen,89 , 4,11
fridhemsgatan 55,5940,3.0,13 800 000, 30 december 2021,7,106 154,kungsholmen,130 , 3,
sankt göransgatan 153,1069,2.0,2 400 000, 27 december 2021,±0,106 667,kungsholmen,"22,5 ", 1,8
drottningholmsvägen 60,2374,3.0,5 550 000, 25 december 2021,11,95 690,kungsholmen,58 , 2,7
igeldammsgatan 38,2167,2.0,3 925 000, 23 december 2021,,98 125,kungsholmen,40 , 2,
franzéngatan 74,3424,3.0,6 170 000, 23 december 2021,10,90 735,kungsholmen,68 , 3,
hornsbergs strand 15d,4175,2.0,6 950 000, 23 december 2021,9,83 234,kungsholmen,"83,5 ", 3,
lustgårdsgatan 16,2074,3.0,3 800 000, 22 december 2021,±0,79 167,kungsholmen,48 , 2,
svarvargatan 3,2052,2.0,3 950 000, 21 december 2021,-1,94 048,kungsholmen,42 ," 1,5",1
lindhagensterrassen 9,1843,3.0,3 700 000, 20 december 2021,16,94 872,kungsholmen,39 , 1,14
fleminggatan 59,1391,,4 500 000, 17 december 2021,±0,128 571,kungsholmen,35 , 1,
grubbensringen 5,2830,2.0,3 400 000, 17 december 2021,5,69 388,kungsholmen,49 , 1,
franzéngatan 49,1909,3.0,4 300 000, 16 december 2021,±0,100 000,kungsholmen,43 , 2,4
kungsholms strand 137,2705,3.0,5 100 000, 16 december 2021,7,94 444,kungsholmen,54 , 2,
alströmergatan 35,2021,3.0,3 700 000, 16 december 2021,±0,115 625,kungsholmen,32 , 2,3
celsiusgatan 8,2304,3.0,4 300 000, 16 december 2021,13,98 851,kungsholmen,"43,5 ", 2,
norr mälarstrand 92,2745,2.0,4 000 000, 15 december 2021,14,97 561,kungsholmen,41 ," 1,5",
thorildsvägen 1,2356,2.0,3 800 000, 14 december 2021,,92 683,kungsholmen,41 , 2,
fridhemsgatan 37,2200,3.0,4 200 000, 14 december 2021,20,102 439,kungsholmen,41 , 1,1
stagneliusvägen 23,3355,3.0,4 650 000, 14 december 2021,11,97 895,kungsholmen,"47,5 ", 2,5
sankt eriksgatan 41,1375,2.0,4 800 000, 14 december 2021,14,102 128,kungsholmen,47 ," 2,5",
karlsviksgatan 7,2700,2.0,5 150 000, 14 december 2021,15,103 000,kungsholmen,50 , 2,1
sysslomansgatan 24,1282,3.0,2 850 000, 14 december 2021,14,114 000,kungsholmen,25 , 1,
svarvargatan 18 5tr,2398,3.0,7 200 000, 14 december 2021,11,97 297,kungsholmen,74 ," 2,5",
igeldammsgatan 16,1400,3.0,3 950 000, 14 december 2021,14,123 438,kungsholmen,32 ," 1,5",3
sven rinmans gata 3,1907,2.0,4 360 000, 14 december 2021,16,117 838,kungsholmen,37 , 2,
scheelegatan 3 a,1512,3.0,6 210 000, 14 december 2021,13,126 735,kungsholmen,49 , 2,1
alströmergatan 49,2012,2.0,2 900 000, 13 december 2021,±0,105 455,kungsholmen,"27,5 ", 1,
john bergs plan 3,1801,3.0,2 950 000, 13 december 2021,18,109 259,kungsholmen,27 , 1,
fleminggatan 63,1702,1.0,4 250 000, 13 december 2021,22,121 429,kungsholmen,35 , 2,3
gjutargatan 4a,1605,3.0,4 700 000, 12 december 2021,±0,109 302,kungsholmen,43 , 2,3
igeldammsgatan 38a,3153,4.0,6 400 000, 12 december 2021,±0,80 000,kungsholmen,80 , 3,
fridhemsgatan 37,3008,2.0,6 800 000, 12 december 2021,19,115 254,kungsholmen,59 , 2,4
kungsklippan 12,2583,2.0,3 350 000, 11 december 2021,16,104 688,kungsholmen,32 , 1,7
norr mälarstrand 84,4123,3.0,11 050 000, 11 december 2021,16,124 157,kungsholmen,89 , 3,
elersvägen 44,3335,2.0,11 200 000, 10 december 2021,,113 706,kungsholmen,"98,5 ", 4,
gjörwellsgatan 17,1361,3.0,3 350 000, 10 december 2021,14,90 541,kungsholmen,37 , 2,
igeldammsgatan 12,2804,2.0,5 200 000, 10 december 2021,,104 000,kungsholmen,50 , 2,
norr mälarstrand 52,3462,2.0,6 150 000, 10 december 2021,3,97 619,kungsholmen,63 , 3,
adlerbethsgatan 15,2543,1.0,4 300 000, 10 december 2021,8,93 478,kungsholmen,46 , 2,2
polhemsgatan 31,5404,3.0,17 860 000, 9 december 2021,23,122 834,kungsholmen,"145,4 ", 4,
kristinebergsvägen 7,1896,,3 700 000, 9 december 2021,17,98 667,kungsholmen,"37,5 ", 2,
lidnersgatan 10a,2608,2.0,3 150 000, 9 december 2021,13,95 455,kungsholmen,33 ," 1,5",4
hjärnegatan 4,1868,1.0,4 375 000, 9 december 2021,±0,121 528,kungsholmen,36 , 2,2
ulriksborgsgatan 9,3174,3.0,5 300 000, 9 december 2021,9,89 076,kungsholmen,"59,5 ", 2,13
sankt göransgatan 152,2704,3.0,3 100 000, 9 december 2021,5,72 093,kungsholmen,43 , 1,1
sankt göransgatan 70,939,3.0,4 400 000, 9 december 2021,11,104 762,kungsholmen,42 , 2,1
kronobergsgatan 25,3422,2.0,5 250 000, 8 december 2021,17,90 517,kungsholmen,58 , 2,4
ola hanssonsgatan 9,1892,,2 920 000, 8 december 2021,17,94 194,kungsholmen,31 , 1,
norr mälarstrand 62,10328,3.0,27 700 000, 8 december 2021,11,139 899,kungsholmen,198 , 6,
alströmergatan 35,1827,3.0,2 940 000, 8 december 2021,23,113 077,kungsholmen,26 , 1,3
sankt eriksgatan 16 a,1650,3.0,3 480 000, 8 december 2021,1,105 455,kungsholmen,33 ," 1,5",
fridhemsgatan 15,3181,2.0,6 150 000, 8 december 2021,8,94 615,kungsholmen,65 , 3,3
igeldammsgatan 22a,4565,3.0,9 400 000, 8 december 2021,13,113 253,kungsholmen,83 , 3,
wivalliusgatan 21,3911,3.0,8 450 000, 8 december 2021,6,115 753,kungsholmen,73 , 3,3
karlsviksgatan 1,3092,3.0,7 900 000, 7 december 2021,26,117 910,kungsholmen,67 , 2,4
frödingsvägen 12,2955,1.0,4 950 000, 7 december 2021,18,95 192,kungsholmen,52 ," 1,5",
fridhemsgatan 53,1365,2.0,3 300 000, 7 december 2021,29,132 000,kungsholmen,25 , 1,
ulriksborgsgatan 7,3916,3.0,7 310 000, 7 december 2021,18,97 467,kungsholmen,75 , 3,15
alströmergatan 49,2012,2.0,3 050 000, 7 december 2021,13,108 929,kungsholmen,28 , 1,4
kronobergsgatan 41,3183,3.0,8 900 000, 7 december 2021,25,125 352,kungsholmen,71 , 3,2
sankt eriksgatan 18b,2284,,3 840 000, 7 december 2021,-1,80 000,kungsholmen,48 , 2,
wargentinsgatan 5b,2316,2.0,4 675 000, 7 december 2021,28,116 875,kungsholmen,40 , 2,2
ture nermans gränd 6,1112,2.0,5 550 000, 7 december 2021,,116 842,kungsholmen,"47,5 ", 2,
gjutargatan 4a,1502,3.0,4 500 000, 7 december 2021,29,115 385,kungsholmen,39 ," 1,5",4
thorildsvägen 5,4682,2.0,5 600 000, 7 december 2021,,78 873,kungsholmen,71 , 2,
svarvargatan 10,1975,3.0,4 420 000, 6 december 2021,26,107 805,kungsholmen,41 , 2,
pontonjärgatan 43,3267,2.0,7 520 000, 6 december 2021,17,112 239,kungsholmen,67 , 3,3
arbetargatan 15,2932,3.0,3 850 000, 6 december 2021,±0,85 556,kungsholmen,45 ," 1,5",
kungsklippan 11,1904,2.0,2 725 000, 6 december 2021,21,113 542,kungsholmen,24 , 1,4
igeldammsgatan 10,2238,2.0,3 525 000, 6 december 2021,18,100 714,kungsholmen,35 , 1,1
igeldammsgatan 10,3026,3.0,5 960 000, 6 december 2021,15,108 364,kungsholmen,55 , 2,
industrigatan 10,3889,2.0,7 070 000, 6 december 2021,15,101 000,kungsholmen,70 , 3,6
pipersgatan 3a,1740,,3 455 000, 6 december 2021,20,111 452,kungsholmen,31 , 1,
stagneliusvägen 23,1594,2.0,2 400 000, 4 december 2021,20,109 091,kungsholmen,22 , 1,3
sysslomansgatan 24,3485,,5 150 000, 4 december 2021,7,75 735,kungsholmen,68 , 2,
ehrensvärdsgatan 6,2875,,8 200 000, 4 december 2021,5,105 128,kungsholmen,78 ," 3,5",1
geijersvägen 6,2343,,3 900 000, 3 december 2021,15,90 698,kungsholmen,43 , 2,
svarvargatan 7,3693,2.0,5 600 000, 3 december 2021,13,93 333,kungsholmen,60 , 2,3
scheelegatan 11a,1302,3.0,4 120 000, 2 december 2021,12,132 903,kungsholmen,31 , 2,
pär lagerkvists gata 2,3376,3.0,5 750 000, 2 december 2021,6,80 986,kungsholmen,71 , 3,5
fridhemsgatan 10b,3178,3.0,6 000 000, 2 december 2021,±0,113 208,kungsholmen,53 , 2,4
sankt eriksgatan 24,1350,3.0,6 310 000, 2 december 2021,21,114 727,kungsholmen,55 , 2,4
sankt eriksgatan 57a,2965,3.0,7 075 000, 2 december 2021,4,110 547,kungsholmen,64 , 2,
fredhällsgatan 11,2121,,2 795 000, 2 december 2021,±0,77 639,kungsholmen,36 , 1,
kristinebergsvägen 7,1848,,3 560 000, 2 december 2021,19,94 933,kungsholmen,"37,5 ", 2,
ernst ahlgrens väg 3,3197,1.0,6 400 000, 2 december 2021,15,95 522,kungsholmen,67 + 14 , 3,3
fleminggatan 36,1741,3.0,9 100 000, 2 december 2021,21,116 667,kungsholmen,78 , 4,4
fridhemsgatan 3,4499,3.0,8 525 000, 2 december 2021,14,106 563,kungsholmen,80 , 3,2
vitalisvägen 11,2114,,3 750 000, 1 december 2021,,93 750,kungsholmen,40 , 2,
rålambsvägen 54,1467,,2 475 000, 1 december 2021,±0,105 319,kungsholmen,"23,5 ", 1,1
warfvinges väg 18,4525,3.0,6 650 000, 1 december 2021,11,84 713,kungsholmen,"78,5 ", 3,4
arbetargatan 27b,3370,3.0,5 800 000, 1 december 2021,3,86 567,kungsholmen,67 , 3,
bergsgatan 59,2602,3.0,6 700 000, 1 december 2021,38,124 074,kungsholmen,54 , 2,
fleminggatan 45,1684,3.0,4 100 000, 1 december 2021,21,110 811,kungsholmen,37 , 2,4
celsiusgatan 4,2438,3.0,4 600 000, 1 december 2021,24,105 747,kungsholmen,"43,5 ", 2,3
kristinebergsvägen 4,3587,3.0,6 325 000, 1 december 2021,16,78 086,kungsholmen,81 , 3,1
alströmergatan 25,2416,3.0,7 675 000, 1 december 2021,14,103 020,kungsholmen,"74,5 ", 3,4
lidnersgatan 10b,2553,3.0,2 900 000, 1 december 2021,8,80 556,kungsholmen,36 , 2,
john ericssonsgatan 5,4277,3.0,12 600 000, 1 december 2021,15,131 250,kungsholmen,96 + 20 ," 3,5",
norr mälarstrand 84,3299,2.0,8 450 000, 30 november 2021,21,119 014,kungsholmen,71 , 3,
eyvind johnsons gata 7,4396,2.0,8 460 000, 30 november 2021,,90 000,kungsholmen,94 , 4,2
alströmergatan 45,3668,3.0,10 225 000, 30 november 2021,2,104 337,kungsholmen,98 , 3,
pipersgatan 16,3453,3.0,5 550 000, 30 november 2021,31,127 586,kungsholmen,"43,5 ", 2,6
sankt eriksgatan 31b,0,2.0,3 000 000, 30 november 2021,11,107 143,kungsholmen,28 , 1,3
lars forssells gata 16,3167,2.0,6 875 000, 30 november 2021,±0,85 404,kungsholmen,"80,5 ", 3,3
levertinsgatan 5,2510,,2 950 000, 30 november 2021,±0,84 286,kungsholmen,35 ," 1,5",
pontonjärgatan 5,2295,,6 110 000, 30 november 2021,5,91 194,kungsholmen,67 , 3,
sankt göransgatan 96,3021,3.0,5 650 000, 30 november 2021,18,97 414,kungsholmen,58 , 3,
fleminggatan 49,1991,3.0,6 200 000, 30 november 2021,24,98 413,kungsholmen,63 , 3,
pipersgatan 26,2764,,7 200 000, 30 november 2021,4,112 500,kungsholmen,64 , 2,
mariebergsgatan 1,4661,3.0,10 900 000, 29 november 2021,±0,92 373,kungsholmen,118 , 4,6
gjörwellsgatan 15,2127,3.0,3 300 000, 29 november 2021,14,92 179,kungsholmen,"35,8 ", 2,
kronobergsgatan 16,1850,2.0,4 300 000, 29 november 2021,9,119 444,kungsholmen,36 , 2,
kellgrensgatan 10,4981,2.0,7 800 000, 29 november 2021,,88 636,kungsholmen,88 , 4,7
kungsbro strand 21,3062,3.0,3 750 000, 28 november 2021,7,100 000,kungsholmen,"37,5 ", 2,3
fleminggatan 40a,1814,2.0,3 750 000, 28 november 2021,7,96 154,kungsholmen,39 ," 1,5",
stagneliusvägen 26,3163,3.0,3 750 000, 28 november 2021,9,78 947,kungsholmen,"47,5 ", 2,
nicandervägen 7,2052,,3 240 000, 28 november 2021,16,75 349,kungsholmen,43 , 2,3
fleminggatan 45,2540,3.0,6 100 000, 28 november 2021,2,87 143,kungsholmen,70 , 3,
kungsklippan 20,3387,3.0,4 700 000, 27 november 2021,22,110 588,kungsholmen,"42,5 ", 2,
levertinsgatan 1,2395,2.0,2 780 000, 27 november 2021,3,79 429,kungsholmen,35 ," 1,5",
kungsklippan 11,1876,2.0,2 600 000, 27 november 2021,18,108 333,kungsholmen,24 , 1,
pipersgatan 3,2758,2.0,6 500 000, 27 november 2021,14,114 035,kungsholmen,57 , 2,1
rålambsvägen 50,1424,,2 650 000, 26 november 2021,21,108 163,kungsholmen,"24,5 ", 1,
fridhemsgatan 60,1634,2.0,3 450 000, 26 november 2021,2,90 789,kungsholmen,38 ," 1,5",
igeldammsgatan 12,2804,2.0,4 900 000, 26 november 2021,11,100 000,kungsholmen,49 , 2,2
love almqvists väg 4b,3015,2.0,3 050 000, 26 november 2021,9,81 333,kungsholmen,"37,5 ", 2,
vitalisvägen 6,2135,,3 725 000, 26 november 2021,24,95 513,kungsholmen,39 , 2,2
kungsholms strand 139,2705,,5 050 000, 26 november 2021,1,93 519,kungsholmen,54 , 2,3
garvar lundins gränd 2,1581,2.0,3 350 000, 26 november 2021,12,111 667,kungsholmen,30 , 1,
pipersgatan 9,2312,2.0,5 950 000, 26 november 2021,19,121 429,kungsholmen,49 , 2,
sankt eriksgatan 55a,1628,2.0,3 050 000, 25 november 2021,2,92 424,kungsholmen,33 , 1,
ola hanssonsgatan 7,1559,,2 730 000, 25 november 2021,14,97 500,kungsholmen,28 ," 1,5",
fleminggatan 28,4875,3.0,10 600 000, 25 november 2021,12,90 598,kungsholmen,117 ," 3,5",1
fridhemsgatan 29b,2306,2.0,4 500 000, 25 november 2021,20,107 143,kungsholmen,42 , 2,
runiusgatan 9,2019,,4 000 000, 25 november 2021,19,85 106,kungsholmen,47 , 2,1
kungsholmsgatan 9,2833,3.0,3 500 000, 25 november 2021,23,102 941,kungsholmen,34 , 1,7
kungsklippan 12,2688,3.0,3 650 000, 25 november 2021,16,117 742,kungsholmen,31 , 2,
stagneliusvägen 28,2443,1.0,3 200 000, 25 november 2021,12,91 429,kungsholmen,35 , 1,
sankt göransgatan 135,5508,3.0,8 000 000, 24 november 2021,7,86 486,kungsholmen,"92,5 ", 4,
fleminggatan 25,1819,3.0,7 350 000, 24 november 2021,13,120 492,kungsholmen,61 , 2,
vitalisvägen 11,2114,,3 750 000, 24 november 2021,25,93 750,kungsholmen,40 , 2,2
kungsklippan 12,2604,3.0,3 430 000, 24 november 2021,20,112 459,kungsholmen,"30,5 ", 1,
pilgatan 19b,3100,2.0,6 975 000, 24 november 2021,16,112 500,kungsholmen,62 , 2,2
grubbens gata 7,3596,3.0,10 350 000, 24 november 2021,29,127 778,kungsholmen,81 , 3,
kungsklippan 20,2344,3.0,3 150 000, 24 november 2021,9,116 667,kungsholmen,27 ," 1,5",8
sankt göransgatan 152,2704,3.0,3 510 000, 24 november 2021,17,81 628,kungsholmen,43 ," 1,5",2
svarvargatan 12,2019,3.0,3 700 000, 24 november 2021,16,112 121,kungsholmen,33 , 1,
sankt göransgatan 64a 2tr,1438,3.0,2 950 000, 24 november 2021,23,122 917,kungsholmen,24 ," 1,5",
fredhällsgatan 11,2193,1.0,3 560 000, 24 november 2021,,98 889,kungsholmen,36 , 2,
sankt eriksgatan 16,5399,3.0,12 800 000, 24 november 2021,-1,115 315,kungsholmen,111 , 4,1
fridhemsgatan 15,1282,3.0,2 820 000, 24 november 2021,18,122 609,kungsholmen,23 , 1,6
bergsgatan 29,1100,2.0,2 900 000, 23 november 2021,45,120 833,kungsholmen,24 , 1,
pipersgatan 9,1867,3.0,5 925 000, 23 november 2021,48,144 512,kungsholmen,41 , 1,5
karlsviksgatan 7,2160,2.0,4 675 000, 23 november 2021,17,116 875,kungsholmen,40 , 2,1
sankt eriksgatan 39,1053,2.0,3 500 000, 23 november 2021,6,97 222,kungsholmen,36 , 2,5
kungsholmsgatan 22,3592,3.0,10 550 000, 23 november 2021,17,112 234,kungsholmen,94 , 3,3
kungsbro strand 19,2322,2.0,2 890 000, 23 november 2021,23,103 214,kungsholmen,28 , 1,
maria sandels gränd 1,4997,2.0,7 150 000, 23 november 2021,4,87 730,kungsholmen,"81,5 "," 3,5",1
sysslomansgatan 20,549,3.0,4 050 000, 23 november 2021,36,115 714,kungsholmen,35 ," 1,5",5
frödingsvägen 5,2226,,3 600 000, 23 november 2021,14,84 706,kungsholmen,"42,5 ", 2,
kronobergsgatan 20,1099,3.0,2 750 000, 23 november 2021,25,171 875,kungsholmen,16 , 1,
fleminggatan 21 a,2478,1.0,7 075 000, 23 november 2021,18,115 984,kungsholmen,61 , 2,4
kristinebergsvägen 12,3123,2.0,5 550 000, 22 november 2021,19,88 800,kungsholmen,"62,5 ", 2,5
lindhagensgatan 139,2112,3.0,4 700 000, 22 november 2021,12,94 949,kungsholmen,"49,5 ", 2,5
ola hanssonsgatan 9,3244,,4 200 000, 22 november 2021,,84 000,kungsholmen,50 , 2,
pipersgatan 18,2583,2.0,3 400 000, 22 november 2021,22,106 250,kungsholmen,32 , 2,
pipersgatan 26,4109,,10 500 000, 22 november 2021,5,108 247,kungsholmen,97 , 4,2
alströmergatan 32k,2335,,3 900 000, 22 november 2021,±0,90 698,kungsholmen,43 ," 1,5",
kungsklippan 11,2543,2.0,2 600 000, 21 november 2021,±0,92 857,kungsholmen,28 , 1,
ture nermans gränd 6,1036,2.0,5 000 000, 20 november 2021,±0,105 263,kungsholmen,"47,5 ", 2,
