,adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor,Latitude,Longitude,NearbyPOIs
202,grevgatan 23b,1608,,3050000, 14 december 2021,2,132609,ostermalm,23,1,,59.33419945691206,18.08418273925781,72.0
203,karlaplan 14,1883,,11250000, 14 december 2021,±0,190678,ostermalm,59,1,,59.33805154166247,18.091049194335938,44.0
204,nybrogatan 66a,1500,3.0,5000000, 14 december 2021,11,151515,ostermalm,33,2,,59.34120292248412,18.08349609375,51.0
205,brahegatan 31,2142,2.0,5250000, 14 december 2021,33,181034,ostermalm,29,2,,59.34085278349814,18.0780029296875,72.0
206,grev turegatan 64,2405,2.0,5500000, 13 december 2021,25,137500,ostermalm,40,2,,59.34050264090254,18.080062866210938,87.0
207,jungfrugatan 24,3821,3.0,13550000, 13 december 2021,24,163253,ostermalm,83,3,,59.3377013701892,18.082809448242188,85.0
208,david bagares gata 12b,3117,3.0,7750000, 11 december 2021,14,119231,ostermalm,65,3,,59.33735119510607,18.068389892578125,196.0
209,rådmansgatan 1b,2419,2.0,10500000, 10 december 2021,11,129630,ostermalm,81,3,,59.34365379431907,18.071823120117188,28.0
210,birger jarlsgatan 104 i,1466,2.0,2900000, 9 december 2021,26,138095,ostermalm,21,1,3.0,59.34750480701685,18.062896728515625,67.0
211,östermalmsgatan 80,1476,3.0,8810000, 8 december 2021,31,146833,ostermalm,60,2,1.0,59.34050264090254,18.08349609375,64.0
212,gyllenstiernsgatan 19,4568,3.0,10700000, 8 december 2021,8,115054,ostermalm,93,3,2.0,59.33805154166247,18.100662231445312,16.0
213,sibyllegatan 5,895,,3900000, 7 december 2021,30,144444,ostermalm,27,1,,59.333849245729375,18.0780029296875,179.0
214,valhallavägen 152 c,3085,3.0,9200000, 7 december 2021,11,116456,ostermalm,79,3,3.0,59.33945219145792,18.09242248535156,46.0
215,östermalmsgatan 75a,2694,1.0,7000000, 7 december 2021,12,140000,ostermalm,50,2,,59.34085278349814,18.082809448242188,60.0
216,nybergsgatan 3,0,1.0,11950000, 7 december 2021,9,163699,ostermalm,73,3,,59.33700101641311,18.08418273925781,74.0
217,artillerigatan 63,1579,2.0,4225000, 7 december 2021,13,128030,ostermalm,33,1,,59.33980234488247,18.084869384765625,48.0
218,östgötagatan 85,3038,2.0,5650000, 27 januari 2022,24,110784,sodermalm,51,2,5.0,59.30862455176708,18.079376220703125,134.0
219,bondegatan 3 b,2412,2.0,3100000, 27 januari 2022,24,114815,sodermalm,27,1,,59.312479535998925,18.076629638671875,167.0
220,ragvaldsgatan 21,4190,,13450000, 27 januari 2022,,117982,sodermalm,114,4,,59.31738524754815,18.069076538085938,125.0
221,maria prästgårdsgata 8,2286,,4350000, 27 januari 2022,,114474,sodermalm,38,2,,59.31633408323215,18.066329956054688,101.0
222,södermannagatan 64,3903,3.0,6400000, 27 januari 2022,9,91429,sodermalm,70,3,,59.30827407698463,18.082809448242188,75.0
223,lignagatan 5,5340,3.0,10000000, 27 januari 2022,3,86207,sodermalm,116,5,7.0,59.31528288641451,18.03749084472656,56.0
224,sankt paulsgatan 14,574,2.0,3200000, 27 januari 2022,23,123077,sodermalm,26,1,,59.31808600570265,18.0670166015625,101.0
225,folkungagatan 146,3988,3.0,15425000, 27 januari 2022,29,131838,sodermalm,117,4,,59.31563328896506,18.091049194335938,23.0
226,krukmakargatan 31 a,1790,2.0,3450000, 26 januari 2022,19,101471,sodermalm,34,1,3.0,59.31703486305406,18.053970336914062,71.0
227,kapellgränd 19,524,,5600000, 26 januari 2022,12,112000,sodermalm,50,2,,59.31633408323215,18.076629638671875,139.0
228,krukmakargatan 24,2129,3.0,4000000, 26 januari 2022,18,100000,sodermalm,40,1,2.0,59.31738524754815,18.054656982421875,65.0
229,högalidsgatan 31,1829,2.0,2960000, 26 januari 2022,-1,105714,sodermalm,28,1,2.0,59.31808600570265,18.02925109863281,58.0
230,heleneborgsgatan 9a,3290,2.0,7150000, 26 januari 2022,,110000,sodermalm,65,3,,59.31913711585069,18.03749084472656,51.0
231,kvarngatan 22,2695,1.0,8100000, 26 januari 2022,24,126563,sodermalm,64,2,,59.31633408323215,18.068389892578125,131.0
232,folkungagatan 130,2153,2.0,3850000, 26 januari 2022,,104054,sodermalm,37,2,3.0,59.31528288641451,18.087615966796875,67.0
233,metargatan 5,1880,,3610000, 26 januari 2022,21,112813,sodermalm,32,1,,59.30827407698463,18.08418273925781,50.0
234,heleneborgsgatan 8a,3075,2.0,6175000, 25 januari 2022,19,106466,sodermalm,58,2,3.0,59.31983783789384,18.04229736328125,12.0
235,hornsgatan 151,1647,2.0,2850000, 25 januari 2022,16,105556,sodermalm,27,1,4.0,59.314932480252594,18.032684326171875,82.0
236,gotlandsgatan 64,2547,2.0,5100000, 25 januari 2022,22,108511,sodermalm,47,2,1.0,59.31002641477888,18.08074951171875,129.0
237,möregatan 10,2598,3.0,5000000, 25 januari 2022,25,108696,sodermalm,46,2,,59.31142822000302,18.06976318359375,93.0
238,hornsgatan 113,2670,3.0,5700000, 25 januari 2022,10,89063,sodermalm,64,3,5.0,59.31598368790425,18.04023742675781,19.0
239,kocksgatan 51,2597,2.0,3650000, 25 januari 2022,24,104286,sodermalm,35,2,,59.314932480252594,18.084869384765625,107.0
240,krukmakargatan 26,2821,2.0,5370000, 25 januari 2022,23,101321,sodermalm,53,2,5.0,59.31703486305406,18.054656982421875,66.0
241,ringvägen 84,1570,,3200000, 25 januari 2022,7,100000,sodermalm,32,2,,59.30722263096612,18.06976318359375,19.0
242,erstagatan 26,2312,,5500000, 25 januari 2022,24,117021,sodermalm,47,2,,59.31388124009841,18.089675903320312,35.0
243,folkungagatan 160,5097,3.0,6350000, 24 januari 2022,-2,82468,sodermalm,77,3,,59.31528288641451,18.093795776367188,11.0
244,borgargatan 2,2661,3.0,6520000, 24 januari 2022,22,108667,sodermalm,60,2,,59.31773562843101,18.0340576171875,79.0
245,kapellgränd 4,2327,2.0,5900000, 24 januari 2022,24,125532,sodermalm,47,2,1.0,59.31633408323215,18.073883056640625,177.0
246,östgötagatan 68,877,2.0,3500000, 24 januari 2022,17,120690,sodermalm,29,1,,59.30827407698463,18.079376220703125,124.0
247,krukmakargatan 24,2129,3.0,4300000, 24 januari 2022,23,107500,sodermalm,40,2,3.0,59.31738524754815,18.054656982421875,65.0
248,brännkyrkagatan 52,959,2.0,2850000, 23 januari 2022,14,129545,sodermalm,22,1,,59.31913711585069,18.05877685546875,89.0
249,götgatan 130,4080,3.0,8900000, 22 januari 2022,19,92708,sodermalm,96,4,4.0,59.30827407698463,18.07525634765625,113.0
250,tavastgatan 15,2779,2.0,4600000, 22 januari 2022,5,109524,sodermalm,42,2,,59.31983783789384,18.06221008300781,89.0
251,hornsgatan 70,5031,3.0,10800000, 22 januari 2022,7,125581,sodermalm,86,3,,59.31843637936315,18.05877685546875,91.0
252,katarina bangata 69,1578,2.0,2950000, 21 januari 2022,20,105357,sodermalm,28,1,3.0,59.3089750229377,18.0889892578125,14.0
253,lignagatan 7,3256,3.0,7000000, 21 januari 2022,27,100000,sodermalm,70,3,5.0,59.31528288641451,18.03749084472656,56.0
254,ludvigsbergsgatan 19,3146,3.0,9100000, 21 januari 2022,1,112346,sodermalm,81,3,4.0,59.31948747867781,18.053970336914062,65.0
255,götgatan 96a,1026,3.0,4285000, 21 januari 2022,23,119028,sodermalm,36,2,,59.30932549049653,18.07525634765625,125.0
256,helgalunden 13,3480,,6300000, 21 januari 2022,20,103279,sodermalm,61,3,,59.310376871502456,18.07113647460937,102.0
257,krukmakargatan 5,3115,2.0,12500000, 21 januari 2022,25,128866,sodermalm,97,4,,59.31738524754815,18.05877685546875,98.0
258,ludvigsbergsgatan 5,1740,2.0,4000000, 21 januari 2022,,86957,sodermalm,46,1,1.0,59.31913711585069,18.0560302734375,71.0
259,doktor abelins gata 4,2277,3.0,5350000, 20 januari 2022,39,130488,sodermalm,41,2,4.0,59.31598368790425,18.054656982421875,63.0
260,brännkyrkagatan 44,1051,2.0,2900000, 20 januari 2022,21,138095,sodermalm,21,1,3.0,59.31948747867781,18.060836791992188,87.0
261,timmermansgatan 38 b,2109,3.0,4000000, 20 januari 2022,25,121212,sodermalm,33,1,3.0,59.31528288641451,18.060836791992188,108.0
262,kocksgatan 36,1777,2.0,3525000, 20 januari 2022,24,117500,sodermalm,30,1,,59.31423165709457,18.08074951171875,140.0
263,lundagatan 36a,1954,2.0,3500000, 20 januari 2022,11,92105,sodermalm,38,2,2.0,59.31878674941248,18.046417236328125,22.0
264,ringvägen 84,1611,2.0,3000000, 20 januari 2022,9,90909,sodermalm,33,1,,59.30722263096612,18.06976318359375,19.0
265,nackagatan 27,5249,3.0,10850000, 20 januari 2022,28,113021,sodermalm,96,3,4.0,59.31072732461431,18.0999755859375,11.0
266,malmgårdsvägen 6,3068,2.0,8400000, 20 januari 2022,24,120000,sodermalm,70,2,,59.310376871502456,18.086929321289062,59.0
267,tjärhovsgatan 10,2281,3.0,5700000, 20 januari 2022,15,100000,sodermalm,57,2,2.0,59.314932480252594,18.07525634765625,176.0
268,hornsgatan 66,2683,3.0,8900000, 20 januari 2022,13,108537,sodermalm,82,4,4.0,59.31843637936315,18.05946350097656,97.0
269,bondegatan 3 d,2229,,2950000, 19 januari 2022,18,113462,sodermalm,26,1,4.0,59.312479535998925,18.076629638671875,167.0
270,ringvägen 153b,2421,2.0,4600000, 19 januari 2022,21,100000,sodermalm,46,2,,59.30967595444358,18.08349609375,91.0
271,heleneborgsgatan 13a,4408,2.0,9500000, 19 januari 2022,19,114458,sodermalm,83,3,4.0,59.31913711585069,18.03680419921875,60.0
272,bondegatan 5a,3187,2.0,5450000, 19 januari 2022,22,111224,sodermalm,49,2,2.0,59.312479535998925,18.076629638671875,167.0
273,östgötagatan 29,2013,,10000000, 19 januari 2022,,114943,sodermalm,87,4,,59.31528288641451,18.075942993164062,167.0
274,magnus ladulåsgatan 13,3895,3.0,7800000, 19 januari 2022,22,90698,sodermalm,86,4,3.0,59.31212910094523,18.0615234375,47.0
275,anders reimers väg 11,3425,2.0,5600000, 19 januari 2022,14,103704,sodermalm,54,2,4.0,59.31948747867781,18.0230712890625,8.0
276,skaraborgsgatan 6a,3324,3.0,5710000, 19 januari 2022,27,116531,sodermalm,49,2,,59.31773562843101,18.069076538085938,124.0
277,fredmansgatan 7,1329,,3125000, 19 januari 2022,14,125000,sodermalm,25,1,,59.31668447494874,18.0670166015625,116.0
278,marmorgatan 11,2221,2.0,2750000, 19 januari 2022,17,98214,sodermalm,28,1,5.0,59.31072732461431,18.05328369140625,10.0
279,ringvägen 158,2908,3.0,5510000, 19 januari 2022,18,93390,sodermalm,59,2,,59.30967595444358,18.086929321289062,48.0
280,åsögatan 184,3359,3.0,7350000, 19 januari 2022,35,118548,sodermalm,62,2,2.0,59.31458207047928,18.089675903320312,34.0
281,tullgårdsgatan 22,3656,3.0,7000000, 19 januari 2022,10,95890,sodermalm,73,3,6.0,59.3061711524403,18.087615966796875,19.0
282,slipgatan 12,2001,,3200000, 19 januari 2022,21,103226,sodermalm,31,1,1.0,59.31703486305406,18.02719116210937,24.0
283,högalidsgatan 11,1422,2.0,3350000, 18 januari 2022,24,108065,sodermalm,31,1,,59.31808600570265,18.0340576171875,78.0
284,kocksgatan 51,2597,2.0,3520000, 18 januari 2022,22,100571,sodermalm,35,2,,59.314932480252594,18.084869384765625,107.0
285,samaritgränd 1,1225,2.0,3335000, 18 januari 2022,25,123519,sodermalm,27,1,,59.31633408323215,18.055343627929688,64.0
286,drakenbergsgatan 11,5320,3.0,14250000, 18 januari 2022,±0,111328,sodermalm,128,6,1.0,59.31528288641451,18.04229736328125,12.0
287,åsögatan 96,2434,3.0,6000000, 18 januari 2022,33,122449,sodermalm,49,2,4.0,59.312479535998925,18.07044982910156,115.0
288,åsögatan 184,2198,3.0,4490000, 18 januari 2022,50,128286,sodermalm,35,1,4.0,59.31458207047928,18.089675903320312,34.0
289,östgötagatan 36,5297,3.0,10270000, 18 januari 2022,17,112857,sodermalm,91,3,2.0,59.31282996744108,18.077316284179688,161.0
290,metargatan 13,1777,,3550000, 18 januari 2022,19,107576,sodermalm,33,1,,59.30827407698463,18.08624267578125,32.0
291,lundagatan 38a,1632,2.0,3500000, 18 januari 2022,17,106061,sodermalm,33,1,,59.31843637936315,18.045730590820312,19.0
292,kocksgatan 42,2817,3.0,7850000, 18 januari 2022,27,115441,sodermalm,68,3,6.0,59.31423165709457,18.08143615722656,134.0
293,samaritgränd 3,2409,3.0,5650000, 18 januari 2022,43,128409,sodermalm,44,2,,59.31633408323215,18.055343627929688,64.0
294,folkungagatan 93,1402,2.0,5970000, 18 januari 2022,26,108545,sodermalm,55,2,3.0,59.31563328896506,18.082809448242188,123.0
295,kyrkbacken 11,2030,2.0,2350000, 27 januari 2022,24,71212,solna,33,2,,59.36220465697896,18.007965087890625,8.0
296,olof af acrels väg 3,1979,2.0,2050000, 27 januari 2022,3,78846,solna,26,1,,59.350655310763145,18.02719116210937,12.0
297,hasselstigen 5,1363,3.0,2355000, 27 januari 2022,24,107045,solna,22,1,3.0,59.367453060824616,17.98736572265625,6.0
298,norra vägen 2,1297,2.0,2525000, 27 januari 2022,27,90179,solna,28,1,,59.36465401312968,18.008651733398438,23.0
299,solgatan 34,2394,1.0,3150000, 27 januari 2022,26,70000,solna,45,1,,59.36010506813295,18.008651733398438,6.0
300,uppfartsvägen 4a,2060,3.0,3350000, 27 januari 2022,24,76136,solna,44,2,,59.36605356584008,17.988052368164062,6.0
301,jungfrudansen 33,3920,2.0,4150000, 27 januari 2022,±0,50000,solna,83,3,1.0,59.34925512296623,17.985305786132812,6.0
302,norra vägen 2,1343,2.0,2500000, 27 januari 2022,±0,86207,solna,29,1,,59.36465401312968,18.008651733398438,23.0
303,backvägen 7,4524,3.0,5100000, 27 januari 2022,19,65385,solna,78,3,,59.368852498084834,17.999038696289062,54.0
304,råsundavägen 94,4654,3.0,5050000, 26 januari 2022,5,62346,solna,81,3,4.0,59.36640344499794,17.999725341796875,35.0
305,hasselstigen 6,3339,3.0,4900000, 26 januari 2022,3,64474,solna,76,4,,59.367103192490205,17.98736572265625,6.0
306,nybodagatan 6c,3647,3.0,4265000, 26 januari 2022,12,57635,solna,74,3,,59.35590550074178,17.99285888671875,7.0
307,polhemsgatan 10,3417,1.0,4650000, 26 januari 2022,19,56707,solna,82,3,2.0,59.32894591010192,18.036117553710938,27.0
308,gränsgatan 22,2624,3.0,4200000, 26 januari 2022,11,89362,solna,47,2,,59.3639542151268,17.977752685546875,20.0
309,hagavägen 16,3529,3.0,3350000, 26 januari 2022,34,62037,solna,54,2,2.0,59.36220465697896,18.01963806152344,12.0
310,gränsgatan 22,3015,3.0,4250000, 25 januari 2022,15,78704,solna,54,2,,59.3639542151268,17.977752685546875,20.0
311,olof af acrels väg 5,1783,2.0,2500000, 25 januari 2022,25,100000,solna,25,1,3.0,59.35030526922737,18.02719116210937,12.0
312,drottning kristinas esplanad 63,2222,3.0,3050000, 25 januari 2022,22,72619,solna,42,2,,59.38284369618981,18.005218505859375,1.0
313,solnavägen 41,5788,3.0,6550000, 25 januari 2022,±0,68947,solna,95,4,1.0,59.36290449106232,17.997665405273438,43.0
314,kolonnvägen 62,4218,3.0,4780000, 25 januari 2022,7,64595,solna,74,3,,59.38109511204525,18.001785278320312,2.0
315,charlottenburgsvägen 30,2511,1.0,3825000, 25 januari 2022,20,76500,solna,50,2,,59.36465401312968,18.0010986328125,15.0
316,evenemangsgatan 40 vån 6,4144,2.0,4400000, 25 januari 2022,10,67692,solna,65,3,,59.37270065292206,17.997665405273438,18.0
317,garvis carlssons gata 6,3315,3.0,7950000, 24 januari 2022,±0,72936,solna,109,4,,59.36220465697896,17.997665405273438,45.0
318,garvis carlssons gata 6,3315,3.0,8100000, 24 januari 2022,±0,74312,solna,109,4,,59.36220465697896,17.997665405273438,45.0
319,järva skjutbaneväg 33,2197,3.0,2150000, 24 januari 2022,±0,71667,solna,30,1,,59.38249398657442,17.985305786132812,0.0
320,mittfältsgatan 3. plan 6,4591,2.0,5600000, 24 januari 2022,±0,77778,solna,72,3,,59.36290449106232,17.996292114257812,32.0
321,garvis carlssons gata 28,5250,2.0,5460000, 24 januari 2022,±0,65000,solna,84,3,1.0,59.36150480846307,17.996292114257812,34.0
322,epistelvägen 1b,4442,3.0,6200000, 24 januari 2022,-2,75610,solna,82,3,11.0,59.35205544081719,18.005218505859375,6.0
323,hagalundsgatan 22,4717,3.0,4260000, 23 januari 2022,22,47865,solna,89,4,5.0,59.36150480846307,18.011398315429688,8.0
324,rosstigen 9,3572,2.0,3800000, 23 januari 2022,15,65517,solna,58,2,,59.36290449106232,18.001785278320312,32.0
325,dammtorps allé 2,2763,3.0,2900000, 23 januari 2022,16,67442,solna,43,2,,59.3838928033959,17.983932495117188,0.0
326,fogdevreten 10,2150,2.0,2350000, 21 januari 2022,18,69118,solna,34,1,,59.351705413716985,18.01963806152344,5.0
327,fyrgränd 4,2049,3.0,3150000, 21 januari 2022,5,60577,solna,52,2,2.0,59.3639542151268,18.0120849609375,14.0
328,evenemangsgatan 30,2969,3.0,3300000, 21 januari 2022,16,67347,solna,49,2,2.0,59.372001020873824,17.99835205078125,28.0
329,virebergsvägen 22,3387,3.0,4740000, 21 januari 2022,10,60769,solna,78,3,2.0,59.360455008627824,17.985305786132812,4.0
330,virebergsvägen 11,1890,3.0,4800000, 21 januari 2022,23,66667,solna,72,3,,59.35975512402978,17.985992431640625,5.0
331,råsundavägen 154,4197,3.0,5900000, 20 januari 2022,11,69412,solna,85,4,,59.36605356584008,17.98187255859375,11.0
332,gustav iii:s boulevard 105,4603,3.0,5350000, 20 januari 2022,16,65244,solna,82,3,,59.37479946248982,18.014144897460938,10.0
333,nybodagatan 14,2154,3.0,3330000, 20 januari 2022,21,61667,solna,54,2,1.0,59.35730541427384,17.992172241210938,5.0
334,parkvägen 2,2008,2.0,3225000, 20 januari 2022,8,92143,solna,35,2,,,,
335,garvis carlssons gata 28,5313,2.0,5525000, 20 januari 2022,±0,65000,solna,85,3,2.0,59.36150480846307,17.996292114257812,34.0
336,lövgatan 62,2419,,2700000, 20 januari 2022,-6,72973,solna,37,2,,59.36360431071334,17.980499267578125,19.0
337,göran perssons väg 7,4441,3.0,4400000, 19 januari 2022,13,55000,solna,80,3,,59.35345551312992,17.98187255859375,3.0
338,kolonnvägen 72,5349,3.0,5500000, 19 januari 2022,±0,57292,solna,96,4,1.0,59.38109511204525,18.001785278320312,2.0
339,olof af acrels väg 2,1540,,3450000, 19 januari 2022,38,95833,solna,36,2,,59.350655310763145,18.02581787109375,10.0
340,parkvägen 21,3238,3.0,6000000, 19 januari 2022,20,82192,solna,73,2,4.0,,,
341,hagalundsgatan 18,3127,3.0,2950000, 19 januari 2022,23,50000,solna,59,2,7.0,59.36150480846307,18.011398315429688,8.0
342,olof af acrels väg 2 - högst upp!,4408,1.0,8500000, 19 januari 2022,22,82524,solna,103,4,,59.350655310763145,18.02581787109375,10.0
343,näckrosvägen 30,3145,3.0,3450000, 19 januari 2022,15,63889,solna,54,2,,59.36990203814936,17.982559204101562,10.0
344,trubadurvägen 1,2546,3.0,3300000, 19 januari 2022,18,70213,solna,47,2,,59.35205544081719,18.005905151367188,5.0
345,uppfartsvägen 4,2180,3.0,2925000, 19 januari 2022,22,71341,solna,41,2,,59.36605356584008,17.988052368164062,6.0
346,släggbacken 8,2599,,2495000, 19 januari 2022,±0,56705,solna,44,2,,59.35100534868998,17.990798950195312,2.0
347,nybodagatan 5,3650,3.0,4500000, 19 januari 2022,16,56250,solna,80,3,2.0,59.35695544130358,17.991485595703125,5.0
348,johan enbergs väg 28,6136,3.0,6510000, 19 januari 2022,9,53361,solna,122,5,,59.34715473299961,18.003158569335938,8.0
349,hannebergsgatan 16,3992,3.0,4260000, 19 januari 2022,15,57568,solna,74,3,4.0,59.35765538363563,18.005218505859375,16.0
350,uppfartsvägen 8,3190,3.0,3200000, 19 januari 2022,11,71111,solna,45,2,,59.36675332054797,17.988052368164062,6.0
351,hagalundsgatan 20,3551,3.0,3150000, 19 januari 2022,37,47015,solna,67,3,9.0,59.36150480846307,18.011398315429688,8.0
352,evenemangsgatan 34,3103,3.0,3600000, 19 januari 2022,20,73469,solna,49,2,18.0,59.372350838701664,17.997665405273438,18.0
353,ängkärrsgatan 3,3380,3.0,4010000, 18 januari 2022,34,62656,solna,64,2,6.0,59.35275548419112,17.99835205078125,7.0
354,evenemangsgatan 18,2898,3.0,4940000, 18 januari 2022,10,68611,solna,72,3,,59.371301374395735,17.999038696289062,40.0
355,vintervägen 17,1805,2.0,2300000, 18 januari 2022,18,79310,solna,29,1,,59.365353796700695,17.991485595703125,18.0
356,centralvägen 11,4405,3.0,5550000, 18 januari 2022,±0,60326,solna,92,3,,59.35835531153387,18.001785278320312,29.0
357,evenemangsgatan 34,3610,3.0,3800000, 18 januari 2022,15,66667,solna,57,2,16.0,59.372350838701664,17.997665405273438,18.0
358,torsgatan 5,3749,3.0,7400000, 27 januari 2022,12,97368,norrmalm,76,3,,59.33560026554231,18.05122375488281,71.0
359,olof palmes gata 12,1492,2.0,3700000, 25 januari 2022,12,119355,norrmalm,31,2,5.0,59.33630064819755,18.0615234375,240.0
360,regeringsgatan 87,1475,3.0,6125000, 25 januari 2022,23,125000,norrmalm,49,2,3.0,59.3377013701892,18.0670166015625,216.0
361,tegnérlunden 9,3000,2.0,15700000, 21 januari 2022,13,119847,norrmalm,131,5,,59.3377013701892,18.054656982421875,150.0
362,kammakargatan 64b,4025,3.0,10200000, 18 januari 2022,22,145714,norrmalm,70,3,,59.33700101641311,18.05328369140625,106.0
363,västmannagatan 12b,1618,,4550000, 18 januari 2022,17,119737,norrmalm,38,1,,59.33700101641311,18.05328369140625,106.0
364,rosengatan 5 1tr,3642,2.0,7800000, 18 januari 2022,11,98734,norrmalm,79,3,,59.33945219145792,18.0615234375,219.0
365,david bagares gata 26b,2245,1.0,7800000, 15 januari 2022,20,127869,norrmalm,61,2,,59.33735119510607,18.065643310546875,240.0
