adress,location,size:rooms,fee,features,sale_price,sold_date,value_dev,ppsqm,district
hagagatan 12a,"vasastan - odenplan, stockholms kommun",70 m²   3 rum,3 244 kr/mån,balkong&hiss,slutpris 8 650 000 kr,såld 2 mars 2021,+19 %,123 571 kr/m²,vasastan
"falugatan 5, 1 ½ tr","vasastan - röda bergen, stockholms kommun","48,5 m²   2 rum",1 921 kr/mån,hiss,slutpris 5 350 000 kr,såld 2 mars 2021,+13 %,110 309 kr/m²,vasastan
"tomtebogatan 30, 1 tr","vasastan, stockholms kommun",72 m²   2 rum,2 988 kr/mån,hiss,slutpris 6 400 000 kr,såld 2 mars 2021,+2 %,88 889 kr/m²,vasastan
"tulegatan 28, 3 tr","vasatan, stockholms kommun",37 m²   2 rum,1 841 kr/mån,hiss,slutpris 4 025 000 kr,såld 2 mars 2021,+24 %,108 784 kr/m²,vasastan
birger jarlsgatan 119,"vasastan, stockholms kommun","33 m²   1,5 rum",1 214 kr/mån,balkong&hiss,slutpris 3 650 000 kr,såld 2 mars 2021,+22 %,110 606 kr/m²,vasastan
"torsplan 10, vån 27","vasastan, stockholms kommun",106 m²   4 rum,5 885 kr/mån,balkong&hiss,uteplats,hiss,slutpris 14 800 000 kr,såld 2 mars 2021,vasastan
"sankt eriksgatan 92, 6tr","vasastan, stockholms kommun",57 m²   2 rum,2 441 kr/mån,hiss,slutpris 6 950 000 kr,såld 2 mars 2021,+16 %,121 930 kr/m²,vasastan
"dalagatan 70 a, 3tr ög","vasastan, stockholms kommun",77 m²   3 rum,3 086 kr/mån,null,slutpris 9 375 000 kr,såld 2 mars 2021,+25 %,121 753 kr/m²,vasastan
sankt eriksplan 15,"vasastan/sankt eriksplan, stockholms kommun","32 m²   1,5 rum",1 522 kr/mån,hiss,slutpris 3 500 000 kr,såld 2 mars 2021,+17 %,109 375 kr/m²,vasastan
tomtebogatan 32a,"vasastan - birkastan, stockholms kommun",56 m²   2 rum,2 969 kr/mån,hiss,slutpris 5 225 000 kr,såld 1 mars 2021,±0 %,93 304 kr/m²,vasastan
norrbackagatan 7,"vasastan - birkastan, stockholms kommun","91 m²   3,5 rum",2 899 kr/mån,null,slutpris 7 240 000 kr,såld 1 mars 2021,+4 %,79 560 kr/m²,vasastan
"hagagatan 54a, 3tr","vasastan, stockholms kommun",35 m²   1 rum,2 040 kr/mån,null,slutpris 3 200 000 kr,såld 1 mars 2021,+14 %,91 429 kr/m²,vasastan
"upplandsgatan 67a, 2tr","vasastan odenplan, stockholms kommun",75 m²   3 rum,3 811 kr/mån,balkong&hiss,slutpris 10 200 000 kr,såld 1 mars 2021,+28 %,136 000 kr/m²,vasastan
rörstrandsgatan 56b,"vasastan - birkastan, stockholms kommun",51 m²   2 rum,3 246 kr/mån,hiss,slutpris 5 200 000 kr,såld 1 mars 2021,+8 %,101 961 kr/m²,vasastan
norrbackagatan 25c,"vasatan, stockholms kommun",28 m²   1 rum,1 374 kr/mån,hiss,slutpris 2 860 000 kr,såld 1 mars 2021,+2 %,102 143 kr/m²,vasastan
rörstrandsgatan 15,"vasastan, stockholms kommun",100 m²   4 rum,5 182 kr/mån,balkong&hiss,slutpris 12 750 000 kr,såld 1 mars 2021,±0 %,127 500 kr/m²,vasastan
"ynglingagatan 17, 2,5tr.","vasastan, stockholms kommun","32 m²   1,5 rum",1 910 kr/mån,hiss,slutpris 3 350 000 kr,såld 28 februari 2021,+2 %,104 688 kr/m²,vasastan
"vulcanusgatan 1, 2 tr","vasastan, stockholms kommun","66 m²   2,5 rum",2 971 kr/mån,null,slutpris 6 800 000 kr,såld 28 februari 2021,±0 %,103 030 kr/m²,vasastan
torsplan 10. våning 26,"vasastan/ torsplan, stockholms kommun",106 + 4 m²   4 rum,5 885 kr/mån,balkong&hiss,slutpris 14 500 000 kr,såld 28 februari 2021,±0 %,136 792 kr/m²,vasastan
frejgatan 10,"vasastan/sibirien, stockholms kommun",41 m²   2 rum,741 kr/mån,null,slutpris 5 000 000 kr,såld 28 februari 2021,+16 %,121 951 kr/m²,vasastan
"sankt eriksgatan 65, 7tr","vasastan, stockholms kommun",92 m²   3 rum,4 377 kr/mån,hiss,slutpris 9 400 000 kr,såld 28 februari 2021,+5 %,102 174 kr/m²,vasastan
"hagagatan 22, vån 3","vasastan, stockholms kommun",64 m²   2 rum,4 014 kr/mån,hiss,slutpris 5 700 000 kr,såld 27 februari 2021,+10 %,89 063 kr/m²,vasastan
roslagsgatan 27,"vasastan, stockholms kommun",45 m²   2 rum,2 102 kr/mån,balkong&hiss,slutpris 4 500 000 kr,såld 26 februari 2021,±0 %,100 000 kr/m²,vasastan
"rörstrandsgatan 48, 5 tr","vasastan - birkastan, stockholms kommun",107 m²   4 rum,5 955 kr/mån,balkong&hiss,slutpris 12 500 000 kr,såld 26 februari 2021,+19 %,116 822 kr/m²,vasastan
torsgatan 29 (1tr mot gården),"vasastan - s:t eriksplan, stockholms kommun",100 m²   3 rum,4 876 kr/mån,balkong&hiss,slutpris 9 200 000 kr,såld 26 februari 2021,+3 %,92 000 kr/m²,vasastan
"hagagatan 15f, 2 tr.","odenplan, stockholms kommun",77 m²   3 rum,3 669 kr/mån,balkong&hiss,slutpris 7 400 000 kr,såld 26 februari 2021,+9 %,96 104 kr/m²,vasastan
rörstrandsgatan 60,"birkastan, stockholms kommun",85 m²   3 rum,3 533 kr/mån,balkong&hiss,slutpris 9 650 000 kr,såld 26 februari 2021,+7 %,113 529 kr/m²,vasastan
"rörstrandsgatan 8, 5tr","vasastan - birkastan, stockholms kommun",182 + 17 m²   6 rum,4 062 kr/mån,balkong&hiss,hiss,slutpris 20 500 000 kr,såld 26 februari 2021,+4 %,vasastan
luntmakargatan 81,"vasastan, stockholms kommun",95 m²   3 rum,2 259 kr/mån,hiss,slutpris 9 600 000 kr,såld 26 februari 2021,+1 %,101 053 kr/m²,vasastan
"birger jarlsgatan 99a, 6 tr","vasastan/östermalm, stockholms kommun",113 + 8 m²   3 rum,6 443 kr/mån,balkong&hiss,slutpris 12 300 000 kr,såld 26 februari 2021,-5 %,108 850 kr/m²,vasastan
sveavägen 121b gårdsläge,"vasastan - sibirien, stockholms kommun","34 m²   1,5 rum",1 633 kr/mån,null,slutpris 3 500 000 kr,såld 25 februari 2021,+10 %,102 941 kr/m²,vasastan
"västmannagatan 76, 4 tr","vasastan odenplan, stockholms kommun",39 m²   1 rum,2 204 kr/mån,balkong&hiss,slutpris 3 550 000 kr,såld 25 februari 2021,+2 %,91 026 kr/m²,vasastan
"roslagsgatan 53, 1,5tr","vasastan - sibirien, stockholms kommun",46 m²   2 rum,2 506 kr/mån,balkong,slutpris 4 900 000 kr,såld 25 februari 2021,+9 %,106 522 kr/m²,vasastan
västmannagatan 30,"vasastan, stockholms kommun",91 m²   3 rum,3 857 kr/mån,balkong&hiss,slutpris 10 260 000 kr,såld 25 februari 2021,+14 %,112 747 kr/m²,vasastan
roslagsgatan 58b,"vasastan, stockholms kommun",57 m²   2 rum,3 071 kr/mån,balkong,slutpris 5 500 000 kr,såld 25 februari 2021,±0 %,96 491 kr/m²,vasastan
"tegnérgatan 55b, vindsvåning","vasastan - norrmalm, stockholms kommun",108 m²   4 rum,6 225 kr/mån,balkong&hiss,slutpris 14 500 000 kr,såld 25 februari 2021,+4 %,134 259 kr/m²,vasastan
"västmannagatan 54, 1 tr","vasastan, stockholms kommun","52 m²   2,5 rum",1 054 kr/mån,balkong&hiss,slutpris 6 350 000 kr,såld 25 februari 2021,+18 %,122 115 kr/m²,vasastan
torsgatan 42c,"vasastan, stockholms kommun","34,5 m²   1 rum",1 879 kr/mån,hiss,slutpris 3 725 000 kr,såld 25 februari 2021,+17 %,107 971 kr/m²,vasastan
"frejgatan 23, 4tr","vasatan, stockholms kommun",55 m²   2 rum,3 142 kr/mån,hiss,slutpris 6 400 000 kr,såld 25 februari 2021,+16 %,116 364 kr/m²,vasastan
"vegagatan 5, 2tr","vasastan - odenplan, stockholms kommun",69 m²   3 rum,2 684 kr/mån,hiss,slutpris 8 100 000 kr,såld 24 februari 2021,+12 %,117 391 kr/m²,vasastan
"odengatan 62a, 1 tr","vasastan, stockholms kommun",76 m²   3 rum,1 307 kr/mån,balkong,slutpris 8 050 000 kr,såld 24 februari 2021,+7 %,105 921 kr/m²,vasastan
"sankt eriksgatan 72, 3 tr ut mot atlas","vasastan, stockholms kommun","49 m²   2,5 rum",1 640 kr/mån,hiss,slutpris 4 750 000 kr,såld 24 februari 2021,+13 %,96 939 kr/m²,vasastan
"rådmansgatan 46, 1 tr","vasastan, stockholms kommun",70 m²   3 rum,4 777 kr/mån,hiss,slutpris 5 750 000 kr,såld 24 februari 2021,+19 %,82 143 kr/m²,vasastan
torsgatan 50,"vasastan - s:t eriksplan, stockholms kommun",33 m²   2 rum,1 298 kr/mån,hiss,slutpris 3 625 000 kr,såld 24 februari 2021,+13 %,109 848 kr/m²,vasastan
"gästrikegatan 20, 2 tr","vasastan, stockholms kommun","33,5 m²   1 rum",1 514 kr/mån,hiss,slutpris 3 660 000 kr,såld 24 februari 2021,+11 %,109 254 kr/m²,vasastan
"sveavägen 135, 5 tr","stockholm - vasastan/norrmalm, stockholms kommun",45 m²   2 rum,1 695 kr/mån,hiss,slutpris 4 240 000 kr,såld 24 februari 2021,+6 %,94 222 kr/m²,vasastan
"karlbergsvägen 53, 1tr ög","vasastan, stockholms kommun","53,7 m²   2 rum",2 047 kr/mån,balkong&hiss,slutpris 6 470 000 kr,såld 24 februari 2021,+16 %,120 484 kr/m²,vasastan
"holländargatan 26b, 3tr","vasastan, stockholms kommun",113 m²   4 rum,5 736 kr/mån,balkong&hiss,slutpris 13 850 000 kr,såld 24 februari 2021,+16 %,122 566 kr/m²,vasastan
tre liljor 5,"vasastan, stockholms kommun",60 m²   2 rum,2 463 kr/mån,hiss,slutpris 5 800 000 kr,såld 24 februari 2021,+6 %,96 667 kr/m²,vasastan
"hagagatan 22, 5tr.","vasastan - odenplan, stockholms kommun",40 m²   2 rum,2 885 kr/mån,hiss,slutpris 4 030 000 kr,såld 23 februari 2021,+22 %,100 750 kr/m²,vasastan
"ingemarsgatan 3b, 1tr","vasastan - sibirien, stockholms kommun",31 m²   1 rum,1 701 kr/mån,hiss,slutpris 3 150 000 kr,såld 23 februari 2021,+15 %,101 613 kr/m²,vasastan
tomtebogatan 46,"vasastan / birkastan, stockholms kommun",33 m²   2 rum,1 783 kr/mån,balkong&hiss,slutpris 4 140 000 kr,såld 23 februari 2021,+24 %,125 455 kr/m²,vasastan
"vanadisvägen 22, 6tr","vasastan, stockholms kommun",70 + 17 m²   3 rum,3 339 kr/mån,balkong&hiss,slutpris 9 675 000 kr,såld 23 februari 2021,+18 %,138 214 kr/m²,vasastan
rådmansgatan 70 b,"vasastan - city/norrmalm, stockholms kommun",84 m²   3 rum,4 784 kr/mån,hiss,slutpris 9 250 000 kr,såld 23 februari 2021,+16 %,110 119 kr/m²,vasastan
"norrbackagatan 16, 3 tr","vasastan, stockholms kommun",43 m²   2 rum,2 353 kr/mån,hiss,slutpris 4 385 000 kr,såld 23 februari 2021,+10 %,101 977 kr/m²,vasastan
"vulcanusgatan 1, 3tr","vasastan - atlas, stockholms kommun",66 m²   3 rum,3 001 kr/mån,balkong&hiss,slutpris 7 500 000 kr,såld 23 februari 2021,+7 %,113 636 kr/m²,vasastan
västmannagatan 70,"vasastan - odenplan, stockholms kommun",43 m²   2 rum,1 606 kr/mån,hiss,slutpris 4 950 000 kr,såld 23 februari 2021,+18 %,115 116 kr/m²,vasastan
norrbackagatan 27 a,"vasastan - birkastan, stockholms kommun",61 m²   2 rum,2 556 kr/mån,balkong&hiss,slutpris 6 000 000 kr,såld 23 februari 2021,+15 %,98 361 kr/m²,vasastan
västmannagatan 49,"vasastan odenplan, stockholms kommun",46 m²   2 rum,2 471 kr/mån,hiss,slutpris 5 585 000 kr,såld 23 februari 2021,+24 %,121 413 kr/m²,vasastan
"karlbergsvägen 54, 5tr","vasastan - birkastan, stockholms kommun",140 m²   5 rum,6 172 kr/mån,balkong&hiss,slutpris 17 100 000 kr,såld 23 februari 2021,+10 %,122 143 kr/m²,vasastan
atlasmuren 4,"vasastan, stockholms kommun",49 m²   2 rum,2 180 kr/mån,hiss,slutpris 4 900 000 kr,såld 23 februari 2021,+11 %,100 000 kr/m²,vasastan
"birger jarlsgatan 103 b, 2 tr","vasastan/östermalm, stockholms kommun",42 m²   2 rum,2 132 kr/mån,hiss,slutpris 4 600 000 kr,såld 23 februari 2021,+16 %,109 524 kr/m²,vasastan
"torsgatan 60, 1,5 tr","vasastan, stockholms kommun",113 m²   4 rum,1 579 kr/mån,hiss,slutpris 10 375 000 kr,såld 23 februari 2021,+16 %,91 814 kr/m²,vasastan
"hagagatan 46, 5tr","vasastan, stockholms kommun",91 m²   3 rum,4 531 kr/mån,balkong&hiss,slutpris 10 300 000 kr,såld 23 februari 2021,+16 %,113 187 kr/m²,vasastan
"torsgatan 46, 5tr","vasastan, stockholms kommun",108 m²   3 rum,2 095 kr/mån,balkong&hiss,slutpris 14 400 000 kr,såld 23 februari 2021,+32 %,133 333 kr/m²,vasastan
torsgatan 39,"vasastan, stockholms kommun",60 m²   2 rum,1 829 kr/mån,null,slutpris 5 850 000 kr,såld 23 februari 2021,+10 %,97 500 kr/m²,vasastan
"hälsingegatan 17, 4tr","vasastan - odenplan, stockholms kommun",50 m²   2 rum,1 661 kr/mån,balkong,slutpris 6 450 000 kr,såld 22 februari 2021,+23 %,129 000 kr/m²,vasastan
birkagatan 21,"vasastan - birkastan, stockholms kommun",66 m²   2 rum,2 169 kr/mån,balkong,slutpris 7 100 000 kr,såld 22 februari 2021,+9 %,107 576 kr/m²,vasastan
torsgatan 29,"vasastan, stockholms kommun",23 m²   1 rum,1 463 kr/mån,hiss,slutpris 2 900 000 kr,såld 22 februari 2021,+18 %,126 087 kr/m²,vasastan
norra stationsgatan 111,"vasastan/birkastan, stockholms kommun",95 m²   4 rum,4 298 kr/mån,balkong&hiss,slutpris 8 300 000 kr,såld 22 februari 2021,+14 %,87 368 kr/m²,vasastan
torbjörn klockares gata 6,"vasastan, stockholms kommun","42 m²   1,5 rum",1 654 kr/mån,null,slutpris 4 400 000 kr,såld 22 februari 2021,+16 %,104 762 kr/m²,vasastan
vulcanusgatan 3,"atlas/ vasastan, stockholms kommun","62 m²   2,5 rum",3 663 kr/mån,balkong&hiss,slutpris 6 525 000 kr,såld 22 februari 2021,+9 %,105 242 kr/m²,vasastan
"tegnérgatan 19, 2tr","vasastan - norrmalm, stockholms kommun",60 m²   2 rum,2 738 kr/mån,balkong&hiss,slutpris 6 200 000 kr,såld 21 februari 2021,+11 %,103 333 kr/m²,vasastan
"karlbergsvägen 33, 5 tr","vasastan - s:t eriksplan, stockholms kommun",53 m²   2 rum,2 329 kr/mån,balkong&hiss,slutpris 7 100 000 kr,såld 21 februari 2021,±0 %,133 962 kr/m²,vasastan
"markvardsgatan 9, 4tr","vasastan/norrmalm, stockholms kommun",48 m²   2 rum,1 613 kr/mån,hiss,slutpris 5 000 000 kr,såld 21 februari 2021,+5 %,104 167 kr/m²,vasastan
"västmannagatan 80, 2,5tr.","vasastan - odenplan, stockholms kommun",60 m²   3 rum,2 244 kr/mån,balkong&hiss,slutpris 6 700 000 kr,såld 20 februari 2021,+12 %,111 667 kr/m²,vasastan
"kammakargatan 44, 1 tr","vasastan, stockholms kommun",111 m²   4 rum,4 253 kr/mån,balkong&hiss,slutpris 12 900 000 kr,såld 20 februari 2021,+3 %,116 216 kr/m²,vasastan
"völundsgatan 10, 2,5 tr","vasastan / atlasområdet, stockholms kommun","67 m²   2,5 rum",3 463 kr/mån,null,slutpris 6 700 000 kr,såld 20 februari 2021,null,100 000 kr/m²,vasastan
"tomtebogatan 44, vån 3","vasastan, stockholms kommun",64 m²   3 rum,2 823 kr/mån,hiss,slutpris 7 100 000 kr,såld 20 februari 2021,+18 %,110 938 kr/m²,vasastan
"vikingagatan 7a, ö.g","birkastan/ vasastan, stockholms kommun",40 m²   2 rum,2 108 kr/mån,balkong&hiss,slutpris 4 500 000 kr,såld 20 februari 2021,+5 %,112 500 kr/m²,vasastan
"tomtebogatan 27, 2tr","birkastan/vasastan, stockholms kommun",45 m²   2 rum,2 071 kr/mån,null,slutpris 4 950 000 kr,såld 20 februari 2021,+13 %,110 000 kr/m²,vasastan
"rehnsgatan 12, 2tr ög","vasastan, stockholms kommun",49 m²   2 rum,2 014 kr/mån,balkong,slutpris 5 910 000 kr,såld 19 februari 2021,+19 %,120 612 kr/m²,vasastan
"norrtullsgatan 11, 2tr","vasastan - odenplan, stockholms kommun",40 m²   2 rum,1 210 kr/mån,balkong&hiss,slutpris 4 900 000 kr,såld 19 februari 2021,+26 %,122 500 kr/m²,vasastan
upplandsgatan 86,"vasastan, stockholms kommun","75,5 m²   3 rum",3 357 kr/mån,hiss,slutpris 8 250 000 kr,såld 19 februari 2021,+22 %,109 272 kr/m²,vasastan
sonja kovalevskys gata 3 - penthouse!,"hagastaden, stockholms kommun",56 + 5 m²   2 rum,2 800 kr/mån,balkong&hiss,slutpris 9 750 000 kr,såld 19 februari 2021,±0 %,174 107 kr/m²,vasastan
döbelnsgatan 58,"vasastan, stockholms kommun",22 m²   1 rum,954 kr/mån,hiss,slutpris 2 730 000 kr,såld 19 februari 2021,±0 %,124 091 kr/m²,vasastan
karlbergsvägen 57,"vasastan, stockholms kommun",20 m²   1 rum,1 005 kr/mån,balkong&hiss,slutpris 2 725 000 kr,såld 19 februari 2021,+9 %,136 250 kr/m²,vasastan
"jarlaplan 4, ½tr","östermalm, stockholms kommun",20 m²   1 rum,780 kr/mån,hiss,slutpris 3 170 000 kr,såld 19 februari 2021,+44 %,158 500 kr/m²,vasastan
"torsgatan 56, 4 tr","vasastan, stockholms kommun",80 m²   3 rum,3 173 kr/mån,hiss,slutpris 8 125 000 kr,såld 19 februari 2021,±0 %,101 563 kr/m²,vasastan
"gästrikegatan 14, 2 tr","vasastan, stockholms kommun",90 m²   3 rum,4 095 kr/mån,balkong&hiss,slutpris 12 000 000 kr,såld 19 februari 2021,+20 %,133 333 kr/m²,vasastan
"birkagatan 4, 2tr","birkastan/vasastan, stockholms kommun","72,2 m²   2 rum",3 428 kr/mån,hiss,slutpris 8 300 000 kr,såld 19 februari 2021,+11 %,114 958 kr/m²,vasastan
tomtebogatan 12,"birkastan, stockholms kommun",66 m²   3 rum,3 022 kr/mån,balkong,slutpris 8 100 000 kr,såld 19 februari 2021,+25 %,122 727 kr/m²,vasastan
upplandsgatan 26,"vasastan/odenplan, stockholms kommun",106 m²   3 rum,4 102 kr/mån,balkong&hiss,slutpris 12 700 000 kr,såld 19 februari 2021,-2 %,119 811 kr/m²,vasastan
gästrikegatan 10,"vasastan, stockholms kommun",86 m²   3 rum,3 315 kr/mån,balkong&hiss,slutpris 8 700 000 kr,såld 19 februari 2021,+16 %,101 163 kr/m²,vasastan
"roslagsgatan 27, 1tr","vasastan, stockholms kommun",49 m²   2 rum,2 289 kr/mån,hiss,slutpris 5 200 000 kr,såld 18 februari 2021,+8 %,106 122 kr/m²,vasastan
hälsingegatan 15,"vasastan - vasaparken, stockholms kommun","85 m²   2,5 rum",2 878 kr/mån,hiss,slutpris 9 400 000 kr,såld 18 februari 2021,+5 %,110 588 kr/m²,vasastan
"hagagatan 20a, 1tr. gårdshuset","vasastan - odenplan, stockholms kommun",30 m²   1 rum,1 493 kr/mån,balkong,slutpris 3 435 000 kr,såld 18 februari 2021,+10 %,114 500 kr/m²,vasastan
karlbergsvägen 87b,"vasastan - birkastan, stockholms kommun",53 m²   2 rum,2 609 kr/mån,balkong&hiss,slutpris 5 650 000 kr,såld 18 februari 2021,+9 %,106 604 kr/m²,vasastan
völundsgatan 9,"vasastan - atlas, stockholms kommun","40 m²   1,5 rum",2 830 kr/mån,null,slutpris 3 900 000 kr,såld 18 februari 2021,+6 %,97 500 kr/m²,vasastan
"dannemoragatan 22, 3tr","vasastan, stockholms kommun",65 m²   3 rum,3 420 kr/mån,balkong,slutpris 5 834 000 kr,såld 18 februari 2021,+6 %,89 754 kr/m²,vasastan
"odengatan 2, 3 tr","östermalm/vasastan, stockholms kommun",102 m²   4 rum,5 311 kr/mån,balkong&hiss,slutpris 10 850 000 kr,såld 18 februari 2021,+11 %,106 373 kr/m²,vasastan
"robert almströmsgatan 6, 5tr","vasastan - birkastan, stockholms kommun",57 m²   2 rum,3 371 kr/mån,balkong&hiss,slutpris 8 000 000 kr,såld 18 februari 2021,+33 %,140 351 kr/m²,vasastan
"torsgatan 29, 5tr (7tr mot gård)","vasastan - s:t eriksplan, stockholms kommun",99 m²   3 rum,4 831 kr/mån,balkong&hiss,slutpris 12 810 000 kr,såld 18 februari 2021,+3 %,129 394 kr/m²,vasastan
"völundsgatan 7, 3tr","vasastan - atlas, stockholms kommun",24 m²   1 rum,1 276 kr/mån,hiss,slutpris 2 770 000 kr,såld 18 februari 2021,+16 %,115 417 kr/m²,vasastan
"vikingagatan 26, 5 tr","vasastan - birkastan, stockholms kommun",59 m²   2 rum,2 688 kr/mån,balkong,slutpris 7 150 000 kr,såld 18 februari 2021,+21 %,121 186 kr/m²,vasastan
"upplandsgatan 34, 5 tr","vasastan, stockholms kommun",43 m²   2 rum,1 855 kr/mån,balkong&hiss,slutpris 5 310 000 kr,såld 18 februari 2021,+27 %,123 488 kr/m²,vasastan
vikingagatan 3,"vasastaden, stockholms kommun",49 m²   2 rum,2 810 kr/mån,balkong,slutpris 5 350 000 kr,såld 18 februari 2021,+3 %,109 184 kr/m²,vasastan
"tomtebogatan 31, 2tr","vasastan birkastan, stockholms kommun",23 m²   1 rum,809 kr/mån,hiss,slutpris 2 820 000 kr,såld 18 februari 2021,+15 %,122 609 kr/m²,vasastan
"rörstrandsgatan 13, 3tr","vasastan birkastan, stockholms kommun",87 m²   3 rum,1 404 kr/mån,balkong&hiss,slutpris 10 200 000 kr,såld 18 februari 2021,±0 %,117 241 kr/m²,vasastan
hedemoratäppan 1,"vasastan - röda bergen, stockholms kommun",28 m²   1 rum,1 585 kr/mån,null,slutpris 3 225 000 kr,såld 18 februari 2021,+6 %,115 179 kr/m²,vasastan
"observatoriegatan 13, 4 tr","vasastan/odenplan, stockholms kommun",72 m²   3 rum,2 727 kr/mån,balkong&hiss,slutpris 9 650 000 kr,såld 18 februari 2021,+23 %,134 028 kr/m²,vasastan
"observatoriegatan 21, 4tr","vasastan, stockholms kommun","92,8 m²   3 rum",3 532 kr/mån,balkong&hiss,slutpris 11 600 000 kr,såld 18 februari 2021,+21 %,125 000 kr/m²,vasastan
dalagatan 36,"vasastan, stockholms kommun",111 m²   4 rum,2 116 kr/mån,balkong&hiss,slutpris 15 500 000 kr,såld 18 februari 2021,+24 %,139 640 kr/m²,vasastan
"tomtebogatan 34, 2tr","vasastan - birkastan, stockholms kommun",108 m²   4 rum,3 962 kr/mån,hiss,slutpris 10 950 000 kr,såld 17 februari 2021,+4 %,101 389 kr/m²,vasastan
"gästrikegatan 13, 5 tr","vasastan, stockholms kommun",44 m²   2 rum,1 499 kr/mån,hiss,slutpris 5 000 000 kr,såld 17 februari 2021,+14 %,113 636 kr/m²,vasastan
"völundsgatan 1, 3tr","vasastan - atlas, stockholms kommun",59 m²   3 rum,3 400 kr/mån,balkong&hiss,slutpris 7 100 000 kr,såld 17 februari 2021,+20 %,120 339 kr/m²,vasastan
"karlbergsvägen 72a, 2 tr","vasastan birkastan, stockholms kommun",109 m²   4 rum,4 090 kr/mån,hiss,slutpris 13 650 000 kr,såld 17 februari 2021,+21 %,125 229 kr/m²,vasastan
roslagsgatan 23b,"vasastan, stockholms kommun",61 m²   2 rum,2 329 kr/mån,balkong,slutpris 6 225 000 kr,såld 17 februari 2021,+7 %,102 049 kr/m²,vasastan
sigtunagatan 16,"vasastan, stockholms kommun","69,2 m²   2 rum",2 390 kr/mån,null,slutpris 6 525 000 kr,såld 17 februari 2021,±0 %,94 292 kr/m²,vasastan
"frejgatan 36a, 2 tr","vasastan - odenplan, stockholms kommun",28 m²   1 rum,1 850 kr/mån,balkong&hiss,slutpris 3 150 000 kr,såld 17 februari 2021,+13 %,112 500 kr/m²,vasastan
"döbelnsgatan 52, 7tr","vasastan, stockholms kommun","52,3 m²   2 rum",2 128 kr/mån,balkong&hiss,slutpris 5 375 000 kr,såld 17 februari 2021,+15 %,102 772 kr/m²,vasastan
"frejgatan 34, 4tr","vasastan, stockholms kommun","40 m²   2,5 rum",2 182 kr/mån,balkong&hiss,slutpris 4 500 000 kr,såld 17 februari 2021,+16 %,112 500 kr/m²,vasastan
roslagsgatan 21b,"vasastaden, stockholms kommun",33 m²   1 rum,1 699 kr/mån,null,slutpris 3 470 000 kr,såld 17 februari 2021,+16 %,105 152 kr/m²,vasastan
"västeråsgatan 3 b, 3 tr","vasastan, stockholms kommun",78 m²   3 rum,3 148 kr/mån,hiss,slutpris 8 760 000 kr,såld 17 februari 2021,+20 %,112 308 kr/m²,vasastan
"roslagsgatan 40 b, 4 tr + 5 tr","vasastan/sibirien, stockholms kommun",72 + 9 m²   3 rum,2 640 kr/mån,balkong,slutpris 8 500 000 kr,såld 17 februari 2021,+13 %,118 056 kr/m²,vasastan
"tre liljor 2a, vån 4","vasastan / röda bergen, stockholms kommun",47 m²   2 rum,2 546 kr/mån,balkong&hiss,slutpris 4 520 000 kr,såld 17 februari 2021,+8 %,96 170 kr/m²,vasastan
"döbelnsgatan 56, 6tr","vasastan, stockholms kommun","32,1 m²   1 rum",1 368 kr/mån,hiss,slutpris 3 550 000 kr,såld 17 februari 2021,+19 %,110 592 kr/m²,vasastan
"roslagsgatan 41, 3tr","vasastan sibirien, stockholms kommun",98 m²   3 rum,4 734 kr/mån,null,slutpris 9 250 000 kr,såld 17 februari 2021,+13 %,94 388 kr/m²,vasastan
sankt eriksgatan 85d,"vasastaden, stockholms kommun","35,5 m²   2 rum",1 024 kr/mån,null,slutpris 4 600 000 kr,såld 16 februari 2021,±0 %,129 577 kr/m²,vasastan
frejgatan 44,"vasastan - odenplan, stockholms kommun",36 m²   1 rum,821 kr/mån,hiss,slutpris 3 850 000 kr,såld 16 februari 2021,±0 %,106 944 kr/m²,vasastan
