adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
grev turegatan 8b,3678,,20800000, 8 september 2020,4,142466,ostermalm,146,6,
skeppargatan 78,9418,,13800000, 8 september 2020,-5,55870,ostermalm,247,6,
valhallavägen 116 a,2328,,5850000, 8 september 2020,17,117000,ostermalm,50,2,
eriksbergsgatan 11,2914,,26700000, 8 september 2020,9,167925,ostermalm,159,4,
valhallavägen 148 f,2742,3.0,6500000, 8 september 2020,-2,92857,ostermalm,70,3,
skeppargatan 39,1074,2.0,3300000, 7 september 2020,10,110000,ostermalm,30,1,
nybergsgatan 3,0,1.0,9050000, 7 september 2020,14,127465,ostermalm,71,3,
kommendörsgatan 11,1718,2.0,5300000, 7 september 2020,15,126190,ostermalm,42,2,
kommendörsgatan 33 a,1501,2.0,3425000, 7 september 2020,11,114167,ostermalm,30,1,
jungfrugatan 13,1442,2.0,8500000, 4 september 2020,9,110390,ostermalm,77,3,
valhallavägen 152 b,964,,2820000, 4 september 2020,3,117500,ostermalm,24,1,
karlavägen 16,3605,3.0,13975000, 4 september 2020,1,119444,ostermalm,117,4,
oxenstiernsgatan 31,2571,3.0,10700000, 4 september 2020,8,100000,ostermalm,107,4,
karlaplan 18,5317,3.0,27900000, 4 september 2020,±0,150000,ostermalm,186,5,4
lill-jans plan 4,1800,,5600000, 3 september 2020,12,105660,ostermalm,53,2,4
valhallavägen 152c,1125,2.0,2920000, 3 september 2020,5,104286,ostermalm,28,2,
valhallavägen 22c,4775,2.0,9200000, 3 september 2020,±0,94845,ostermalm,97,4,4
brahegatan 48,949,3.0,3337500, 3 september 2020,±0,145109,ostermalm,23,1,
styrmansgatan 37 a,3439,1.0,6580000, 3 september 2020,6,107869,ostermalm,61,3,
birger jarlsgatan 104 b,2174,,3210000, 3 september 2020,15,103548,ostermalm,31,2,4
brahegatan 48 mot gård,1105,3.0,3300000, 3 september 2020,10,113793,ostermalm,29,1,
skeppargatan 57,734,2.0,2840000, 2 september 2020,58,123478,ostermalm,23,1,1
storgatan 32,2971,2.0,4900000, 2 september 2020,±0,108889,ostermalm,45,2,
tyskbagargatan 9,3293,2.0,7995000, 1 september 2020,±0,114214,ostermalm,70,3,1
nybrogatan 75 c gårdshus,1617,,4550000, 1 september 2020,21,126389,ostermalm,36,2,
karlaplan 19a,2836,,7300000, 31 augusti 2020,±0,100000,ostermalm,73,3,5
torstenssonsgatan 13,1810,3.0,13725000, 31 augusti 2020,19,147581,ostermalm,93,3,4
nybrogatan 89,2999,,10400000, 31 augusti 2020,5,116854,ostermalm,89,3,
linnégatan 51,1888,,12000000, 31 augusti 2020,2,122449,ostermalm,98,3,
östermalmstorg 2,2702,3.0,9800000, 31 augusti 2020,26,138028,ostermalm,71,3,
lill-jans plan 3a,2440,3.0,7700000, 31 augusti 2020,14,120313,ostermalm,64,2,
odengatan 2,5384,3.0,9775000, 30 augusti 2020,5,96782,ostermalm,101,4,2
styrmansgatan 27,1200,2.0,9100000, 30 augusti 2020,±0,130000,ostermalm,70,3,
valhallavägen 152d,3025,3.0,8550000, 28 augusti 2020,9,108228,ostermalm,79,3,2
sturegatan 19,2145,3.0,9550000, 28 augusti 2020,20,119375,ostermalm,80,3,2
nybrogatan 20,0,,8495000, 28 augusti 2020,±0,111776,ostermalm,76,3,
eriksbergsgatan 20,4275,2.0,13250000, 28 augusti 2020,6,103516,ostermalm,128,4,
narvavägen 18,4391,,11425000, 28 augusti 2020,9,128371,ostermalm,89,4,
nybrogatan 54,1616,2.0,4050000, 28 augusti 2020,16,135000,ostermalm,30,2,
nybrogatan 68,1936,,7450000, 27 augusti 2020,3,118254,ostermalm,63,2,
birger jarlsgatan 110a,1946,3.0,6800000, 27 augusti 2020,1,98551,ostermalm,69,3,
surbrunnsgatan 16,3769,3.0,7750000, 27 augusti 2020,12,110714,ostermalm,70,3,2
artillerigatan 75,2375,,9750000, 27 augusti 2020,-2,145522,ostermalm,67,2,
brahegatan 7b,7153,3.0,13050000, 26 augusti 2020,±0,108750,ostermalm,120,4,
rådmansgatan 3,2890,,9800000, 26 augusti 2020,6,136111,ostermalm,72,3,
grev turegatan 8b,1827,3.0,7150000, 26 augusti 2020,9,134906,ostermalm,53,2,
östermalmsgatan 57,2778,3.0,6800000, 26 augusti 2020,5,106250,ostermalm,64,2,
tysta gatan 3,4361,,11950000, 26 augusti 2020,±0,128495,ostermalm,93,3,
jungfrugatan 36,1506,2.0,4510000, 25 augusti 2020,13,128857,ostermalm,35,2,
karlaplan 5b,2924,2.0,5700000, 25 augusti 2020,14,118750,ostermalm,48,2,2
karlavägen 53,4556,3.0,11050000, 24 augusti 2020,1,94444,ostermalm,117,4,4
surbrunnsgatan 9,1437,,3325000, 24 augusti 2020,11,103906,ostermalm,32,1,
styrmansgatan 16a,2191,2.0,4050000, 24 augusti 2020,1,112500,ostermalm,36,2,
skeppargatan 39a,2444,1.0,6600000, 22 augusti 2020,14,129412,ostermalm,51,2,3
nybrogatan 75 c,2576,3.0,8200000, 21 augusti 2020,±0,117143,ostermalm,70,3,2
valhallavägen 69,1754,2.0,2630000, 21 augusti 2020,5,97407,ostermalm,27,1,5
östermalmsgatan 96,3166,,7300000, 21 augusti 2020,16,125862,ostermalm,58,3,4
skeppargatan 41a,1583,,7600000, 21 augusti 2020,13,120635,ostermalm,63,2,2
grev turegatan 25,1896,3.0,3300000, 21 augusti 2020,20,132000,ostermalm,25,1,
skeppargatan 37,5049,3.0,12500000, 21 augusti 2020,-3,104167,ostermalm,120,3,
skeppargatan 80,2340,2.0,5500000, 20 augusti 2020,5,105769,ostermalm,52,2,
riddargatan 48,3387,3.0,10600000, 20 augusti 2020,18,119101,ostermalm,89,3,
karlavägen 52,1209,2.0,5800000, 20 augusti 2020,6,98305,ostermalm,59,2,
grev magnigatan 15,4396,3.0,11200000, 19 augusti 2020,12,100000,ostermalm,112,3,
jungfrugatan 43b,1903,,6400000, 19 augusti 2020,8,110345,ostermalm,58,2,
floragatan 7,5015,3.0,13550000, 19 augusti 2020,18,117826,ostermalm,115,5,
linnégatan 17,1641,3.0,4160000, 19 augusti 2020,4,112432,ostermalm,37,1,
grevgatan 21,3089,2.0,5650000, 18 augusti 2020,13,113000,ostermalm,50,2,1
linnégatan 51,1293,3.0,7400000, 18 augusti 2020,4,121311,ostermalm,61,2,
grevgatan 4,5159,,15500000, 18 augusti 2020,±0,112319,ostermalm,138,4,
grev turegatan 74,1492,,7000000, 17 augusti 2020,8,127273,ostermalm,55,2,
linnégatan 20,2125,3.0,4450000, 17 augusti 2020,11,123611,ostermalm,36,2,
grev magnigatan 10a ög,1631,,3700000, 14 augusti 2020,6,115625,ostermalm,32,1,2
oxenstiernsgatan 37,1077,2.0,2570000, 14 augusti 2020,14,135263,ostermalm,19,1,6
nybrogatan 81,1786,3.0,6100000, 14 augusti 2020,7,105172,ostermalm,58,2,
riddargatan 28b,4014,3.0,11500000, 13 augusti 2020,5,127778,ostermalm,90,3,2
kommendörsgatan 33a,1476,2.0,3200000, 12 augusti 2020,7,118519,ostermalm,27,1,
tyskbagargatan 9,3857,3.0,9750000, 12 augusti 2020,-1,116071,ostermalm,84,4,
odengatan 18 b,983,2.0,4510000, 12 augusti 2020,17,115641,ostermalm,39,2,
storgatan 25,1696,2.0,6600000, 12 augusti 2020,10,124528,ostermalm,53,2,
karlavägen 8,3146,3.0,12000000, 12 augusti 2020,7,120000,ostermalm,100,4,
jungfrugatan 41b,1361,,3750000, 11 augusti 2020,,101351,ostermalm,37,1,
nybrogatan 75e,1842,3.0,5400000, 11 augusti 2020,2,114894,ostermalm,47,2,
birger jarlsgatan 104c,3761,,4650000, 10 augusti 2020,3,93000,ostermalm,50,2,3
sibyllegatan 50b,2315,2.0,8550000, 10 augusti 2020,14,115541,ostermalm,74,3,
skeppargatan 22 b,1867,1.0,6075000, 9 augusti 2020,13,119118,ostermalm,51,2,2
linnégatan 17a,998,2.0,2875000, 7 augusti 2020,-3,125000,ostermalm,23,1,
birger jarlsgatan 74,1384,2.0,4605000, 6 augusti 2020,10,104659,ostermalm,44,2,4
grev turegatan 52b,2801,3.0,7525000, 5 augusti 2020,8,123361,ostermalm,61,2,
linnégatan 51,534,2.0,3600000, 4 augusti 2020,20,138462,ostermalm,26,1,
valhallavägen 146f,2534,3.0,6150000, 4 augusti 2020,±0,93182,ostermalm,66,2,4
karlaplan 21c,3025,3.0,7195000, 2 augusti 2020,±0,92244,ostermalm,78,3,1
skeppargatan 51,1740,2.0,3900000, 1 augusti 2020,6,114706,ostermalm,34,2,4
birger jarlsgatan 104 e,3869,,5500000, 29 juli 2020,10,79710,ostermalm,69,2,
birger jarlsgatan 104m,3718,4.0,4275000, 29 juli 2020,7,85500,ostermalm,50,2,
valhallavägen 38a,4754,,8150000, 29 juli 2020,12,93678,ostermalm,87,4,2
birger jarlsgatan 122,2014,3.0,5795000, 25 juli 2020,±0,86493,ostermalm,67,3,4
karlavägen 46 b,1429,3.0,3400000, 23 juli 2020,14,130769,ostermalm,26,1,
birger jarlsgatan 104i,2519,3.0,3500000, 21 juli 2020,±0,106061,ostermalm,33,1,
engelbrektsgatan 43 b,779,2.0,3205000, 17 juli 2020,,123269,ostermalm,26,1,
sibyllegatan 42,1680,2.0,3400000, 16 juli 2020,17,117241,ostermalm,29,1,4
valhallavägen 148 c,1675,3.0,4100000, 15 juli 2020,±0,107895,ostermalm,38,2,
birger jarlsgatan 104m,3761,4.0,4325000, 14 juli 2020,8,86500,ostermalm,50,2,
sibyllegatan 50 a,962,2.0,3210000, 14 juli 2020,24,128400,ostermalm,25,1,
oxenstiernsgatan 31,2106,,6700000, 14 juli 2020,-1,85897,ostermalm,78,3,3
jungfrugatan 41a,1516,,4550000, 13 juli 2020,4,105814,ostermalm,43,1,2
östermalmsgatan 75a,2592,,5050000, 10 juli 2020,6,105208,ostermalm,48,2,
östermalmsgatan 49,2133,,5325000, 9 juli 2020,7,108673,ostermalm,49,2,3
birger jarlsgatan 104a,1679,2.0,2585000, 9 juli 2020,30,136053,ostermalm,19,1,1
karlavägen 20b,816,3.0,6400000, 8 juli 2020,3,112281,ostermalm,57,2,4
sibyllegatan 51,1666,3.0,4600000, 7 juli 2020,15,127778,ostermalm,36,2,
wittstocksgatan 19,2503,4.0,5900000, 7 juli 2020,1,74684,ostermalm,79,3,
östermalmstorg 5,4161,2.0,11200000, 6 juli 2020,-6,110891,ostermalm,101,4,
danderydsgatan 28 a,2194,1.0,5350000, 5 juli 2020,7,99074,ostermalm,54,2,2
grevgatan 22 a,2376,4.0,8700000, 2 juli 2020,3,116000,ostermalm,75,4,
stureparken 5,2024,,6250000, 2 juli 2020,4,115741,ostermalm,54,2,
nybrogatan 56,2696,2.0,5200000, 1 juli 2020,-2,101961,ostermalm,51,2,
frejgatan 15,2173,,5500000, 30 juni 2020,4,80882,ostermalm,68,2,4
nybrogatan 70,926,2.0,3350000, 30 juni 2020,12,119643,ostermalm,28,1,4
östermalmsgatan 67,920,2.0,2630000, 29 juni 2020,±0,146111,ostermalm,18,1,
sibyllegatan 51,1666,3.0,4800000, 29 juni 2020,23,133333,ostermalm,36,2,4
rådmansgatan 1 b,1583,3.0,6000000, 27 juni 2020,9,111111,ostermalm,54,2,
kommendörsgatan 33a,1367,2.0,3220000, 26 juni 2020,8,128800,ostermalm,25,1,
gumshornsgatan 12,2015,3.0,4135000, 26 juni 2020,18,121618,ostermalm,34,1,3
styrmansgatan 24,992,2.0,5225000, 26 juni 2020,6,130625,ostermalm,40,2,3
surbrunnsgatan 11,1437,2.0,3200000, 25 juni 2020,19,100000,ostermalm,32,1,
linnégatan 16,2800,3.0,6750000, 25 juni 2020,-1,118421,ostermalm,57,2,5
nybrogatan 83,1898,3.0,6400000, 24 juni 2020,9,106667,ostermalm,60,2,5
styrmansgatan 5,6605,2.0,17100000, 24 juni 2020,10897,115541,ostermalm,148,5,
floragatan 14,2163,,5950000, 24 juni 2020,2,91538,ostermalm,65,2,
riddargatan 15,2785,3.0,7100000, 23 juni 2020,2,118333,ostermalm,60,2,
valhallavägen 158,1718,3.0,4600000, 23 juni 2020,15,112195,ostermalm,41,2,2
sibyllegatan 42,1680,2.0,3300000, 22 juni 2020,10,113793,ostermalm,29,1,3
gyllenstiernsgatan 15,954,2.0,2650000, 22 juni 2020,23,139474,ostermalm,19,1,4
birger jarlsgatan 104 j,2938,,4200000, 22 juni 2020,12,95455,ostermalm,44,2,2
östermalmsgatan 57,2857,3.0,6200000, 22 juni 2020,-1,96875,ostermalm,64,3,
kaptensgatan 14 a,1530,2.0,4675000, 18 juni 2020,17,116875,ostermalm,40,2,
östermalmsgatan 49,1546,,3370000, 18 juni 2020,5,108710,ostermalm,31,1,4
birger jarlsgatan 104e,3118,,4100000, 18 juni 2020,9,95349,ostermalm,43,2,2
riddargatan 54,3971,1.0,9000000, 18 juni 2020,20,120000,ostermalm,75,2,3
nybergsgatan 9,1046,2.0,3950000, 18 juni 2020,23,123438,ostermalm,32,2,2
narvavägen 20 a,2773,1.0,8100000, 17 juni 2020,16,120896,ostermalm,67,2,
riddargatan 15,3066,3.0,9000000, 17 juni 2020,1,118421,ostermalm,76,3,
odengatan 6,5280,3.0,12400000, 17 juni 2020,14,116981,ostermalm,106,4,
grev turegatan 25,2330,3.0,4025000, 16 juni 2020,-2,98171,ostermalm,41,2,2
östermalmsgatan 71,1780,,5500000, 16 juni 2020,-3,112245,ostermalm,49,2,
skeppargatan 22,2360,,6450000, 15 juni 2020,13,104032,ostermalm,62,2,
östermalmsgatan 46,1364,,20200000, 15 juni 2020,7,120238,ostermalm,168,5,2
kommendörsgatan 4,4955,3.0,13837500, 12 juni 2020,9,124662,ostermalm,111,5,4
narvavägen 33 a,2577,2.0,5550000, 12 juni 2020,8,102778,ostermalm,54,2,1
östermalmsgatan 62,1688,,6000000, 11 juni 2020,18,117647,ostermalm,51,2,4
karlavägen 46a,4378,3.0,13100000, 11 juni 2020,5,128431,ostermalm,102,3,
skeppargatan 21 a,0,3.0,6000000, 11 juni 2020,13,125000,ostermalm,48,2,3
wittstocksgatan 30,1090,,6500000, 11 juni 2020,18,114035,ostermalm,57,2,
linnégatan 17a,1404,2.0,3400000, 11 juni 2020,6,109677,ostermalm,31,1,2
sturegatan 42,3758,,9725000, 11 juni 2020,5,115774,ostermalm,84,3,
skeppargatan 60,2316,2.0,5400000, 11 juni 2020,-2,87097,ostermalm,62,2,1
karlaplan 21b,2317,3.0,5600000, 10 juni 2020,4,93333,ostermalm,60,2,6
styrmansgatan 8,2270,,16400000, 10 juni 2020,4,125191,ostermalm,131,4,
banérgatan 48,1818,3.0,4050000, 10 juni 2020,7,115714,ostermalm,35,2,
artillerigatan 29,3696,,7400000, 10 juni 2020,8,115625,ostermalm,64,2,
danderydsgatan 28,2314,2.0,6225000, 10 juni 2020,4,107328,ostermalm,58,2,4
grev turegatan 59 b,4061,,10000000, 10 juni 2020,5,114943,ostermalm,87,3,
kommendörsgatan 40a,2494,,5560000, 9 juni 2020,,97544,ostermalm,57,2,
grev turegatan 24,1095,,5000000, 9 juni 2020,11,113636,ostermalm,44,2,3
sibyllegatan 14,1739,,7050000, 9 juni 2020,-2,110156,ostermalm,64,2,
kommendörsgatan 4,3225,3.0,8900000, 9 juni 2020,6,114103,ostermalm,78,4,
riddargatan 60,3242,,14750000, 9 juni 2020,9,147500,ostermalm,100,3,
artillerigatan 57,1749,2.0,3400000, 9 juni 2020,6,106250,ostermalm,32,1,4
grev turegatan 25,2453,3.0,4450000, 8 juni 2020,4,108537,ostermalm,41,2,
valhallavägen 110,6877,2.0,13300000, 7 juni 2020,-1,91724,ostermalm,145,4,3
karlavägen 82 (med garageplats),3449,,12000000, 7 juni 2020,10,136364,ostermalm,88,3,
uggelviksgatan 7,3146,,7300000, 7 juni 2020,4,140385,ostermalm,52,2,
grev turegatan 8b,1861,3.0,6995000, 5 juni 2020,±0,124911,ostermalm,56,2,2
linnégatan 17a,1194,2.0,3300000, 5 juni 2020,10,113793,ostermalm,29,1,
engelbrektsgatan 41,2397,3.0,17250000, 5 juni 2020,13,131679,ostermalm,131,5,
grevgatan 6 a,2577,,7000000, 5 juni 2020,5,104478,ostermalm,67,2,
artillerigatan 36,3720,3.0,11225000, 4 juni 2020,3,111139,ostermalm,101,4,4
ruddammsbacken 28,3467,3.0,6000000, 4 juni 2020,11,93750,ostermalm,64,3,3
valhallavägen 49,1110,2.0,2225000, 4 juni 2020,17,105952,ostermalm,21,1,
ulrikagatan 2,3416,2.0,18250000, 4 juni 2020,-1,137218,ostermalm,133,5,
styrmansgatan 13,1577,,3120000, 4 juni 2020,12,141818,ostermalm,22,1,
linnégatan 58a,2312,2.0,7650000, 4 juni 2020,2,114179,ostermalm,67,2,
sibyllegatan 51,1573,3.0,4200000, 4 juni 2020,17,123529,ostermalm,34,2,
grev turegatan 64,3315,3.0,5650000, 3 juni 2020,-6,94167,ostermalm,60,2,
birger jarlsgatan 104d,3118,,4220000, 2 juni 2020,13,98140,ostermalm,43,2,3
kommendörsgatan 26,4674,3.0,15150000, 2 juni 2020,-5,110584,ostermalm,137,5,
lill-jans plan 1b,1911,1.0,5650000, 2 juni 2020,13,117708,ostermalm,48,2,
lill-jans plan 6,4057,3.0,10700000, 2 juni 2020,13,124419,ostermalm,86,3,
riddargatan 48,4500,,12600000, 2 juni 2020,1,107692,ostermalm,117,4,3
valhallavägen 146 c,3025,3.0,7900000, 1 juni 2020,-1,100000,ostermalm,79,3,2
engelbrektsgatan 18,0,,13500000, 29 maj 2020,-5,96429,ostermalm,140,4,
stickelbärsvägen 6,2447,,3600000, 28 maj 2020,9,78261,ostermalm,46,2,
banérgatan 23,3469,3.0,11000000, 28 maj 2020,-4,99099,ostermalm,111,4,
nybrogatan 56,1877,2.0,4000000, 28 maj 2020,-9,105263,ostermalm,38,2,
birger jarlsgatan 110 a,2153,3.0,6660000, 28 maj 2020,7,93803,ostermalm,71,3,3
jungfrugatan 28,5662,,14800000, 28 maj 2020,6,109630,ostermalm,135,5,
grev turegatan 64,3997,3.0,7000000, 28 maj 2020,±0,100000,ostermalm,70,3,
östermalmsgatan 42,5816,3.0,20500000, 27 maj 2020,-5,132258,ostermalm,155,5,
linnégatan 34,4125,3.0,15500000, 27 maj 2020,9,124000,ostermalm,125,4,
valhallavägen 155,4060,3.0,10800000, 27 maj 2020,-2,103846,ostermalm,104,4,4
artillerigatan 40b,1917,1.0,7875000, 27 maj 2020,2,103618,ostermalm,76,3,
styrmansgatan 41,2843,3.0,9700000, 26 maj 2020,8,97980,ostermalm,99,4,1
sibyllegatan 11 a,2771,,4800000, 26 maj 2020,1,97959,ostermalm,49,2,
banérgatan 31 a,2859,,6950000, 26 maj 2020,16,119828,ostermalm,58,2,3
kommendörsgatan 40a,2551,,5450000, 26 maj 2020,4,104808,ostermalm,52,2,
runebergsgatan 7,4694,,16500000, 26 maj 2020,3,98802,ostermalm,167,5,
fryxellsgatan 1b,3794,3.0,9500000, 26 maj 2020,-5,102151,ostermalm,93,3,
jungfrugatan 24,3720,,8500000, 26 maj 2020,7,95506,ostermalm,89,4,
karlavägen 1,2381,2.0,6000000, 25 maj 2020,20,120000,ostermalm,50,2,4
styrmansgatan 17b,1227,3.0,5250000, 24 maj 2020,9,116667,ostermalm,45,2,4
östermalmsgatan 42 a,1764,,4800000, 24 maj 2020,1,104348,ostermalm,46,2,
grevgatan 25b,749,,2920000, 23 maj 2020,17,146000,ostermalm,20,1,
nybergsgatan 8,1740,2.0,3975000, 22 maj 2020,14,116912,ostermalm,34,2,4
banérgatan 25 a,2338,3.0,8075000, 22 maj 2020,1,91761,ostermalm,88,3,5
birger jarlsgatan 74,2674,3.0,9070000, 22 maj 2020,1,106706,ostermalm,85,3,7
sibyllegatan 26,2372,2.0,6015000, 22 maj 2020,±0,84718,ostermalm,71,2,
karlavägen 18,4271,,7480000, 21 maj 2020,5,94684,ostermalm,79,3,1
surbrunnsgatan 9,1848,2.0,3775000, 20 maj 2020,13,92073,ostermalm,41,2,
floragatan 19,5690,,19900000, 20 maj 2020,±0,154264,ostermalm,129,4,
östermalmsgatan 52,3929,3.0,14100000, 20 maj 2020,1,134286,ostermalm,105,3,
valhallavägen 36,5259,3.0,14500000, 19 maj 2020,-3,98639,ostermalm,147,5,
birger jarlsgatan 114,2057,2.0,4650000, 18 maj 2020,2,98936,ostermalm,47,2,
majorsgatan 4,218,2.0,3350000, 17 maj 2020,5,111667,ostermalm,30,1,3
valhallavägen 65,2158,2.0,2915000, 16 maj 2020,-3,83286,ostermalm,35,2,
valhallavägen 49,1539,2.0,3000000, 16 maj 2020,8,93750,ostermalm,32,1,2
grevgatan 47,623,,2600000, 15 maj 2020,4,118182,ostermalm,22,1,
grevgatan 43,9554,3.0,24000000, 15 maj 2020,±0,103004,ostermalm,233,5,
sibyllegatan 69,2726,,14000000, 15 maj 2020,6,119658,ostermalm,117,4,
kommendörsgatan 42,648,,4500000, 15 maj 2020,13,125000,ostermalm,36,2,5
sibyllegatan 26,1067,2.0,2950000, 15 maj 2020,-1,118000,ostermalm,25,1,
valhallavägen 174,1971,3.0,4000000, 14 maj 2020,1,97561,ostermalm,41,2,4
linnégatan 60,4428,2.0,8300000, 14 maj 2020,7,106410,ostermalm,78,2,3
jungfrugatan 41a,1516,,5205000, 14 maj 2020,9,118295,ostermalm,44,2,3
banérgatan 39,2111,3.0,6250000, 14 maj 2020,26,130208,ostermalm,48,2,5
styrmansgatan 55,5339,3.0,12800000, 14 maj 2020,7,123077,ostermalm,104,4,
gyllenstiernsgatan 6,6277,3.0,12600000, 14 maj 2020,-3,92647,ostermalm,136,4,
birger jarlsgatan 104d,2279,,3110000, 14 maj 2020,7,100323,ostermalm,31,1,
östermalmsgatan 68b,1837,,4800000, 13 maj 2020,9,109091,ostermalm,44,2,
östermalmsgatan 68,4259,3.0,12400000, 13 maj 2020,1,121569,ostermalm,102,4,
östermalmsgatan 68d,2741,1.0,6495000, 12 maj 2020,±0,101484,ostermalm,64,2,
engelbrektsgatan 43a,1769,,5500000, 12 maj 2020,5,101852,ostermalm,54,2,
odengatan 6,6673,3.0,14900000, 12 maj 2020,7,104196,ostermalm,143,4,
gumshornsgatan 7,1301,2.0,2800000, 12 maj 2020,22,121739,ostermalm,23,1,
linnegatan 56 4 tr,3945,3.0,11500000, 11 maj 2020,6,117347,ostermalm,98,4,
skeppargatan 70 a,1795,1.0,4375000, 10 maj 2020,10,115132,ostermalm,38,2,
torstenssonsgatan 10,4586,,18200000, 9 maj 2020,-3,125517,ostermalm,145,5,
valhallavägen 104,2007,,4619000, 9 maj 2020,±0,107419,ostermalm,43,2,
engelbrektsgatan 12,4996,3.0,16625000, 9 maj 2020,-5,122243,ostermalm,136,5,
storgatan 46,2476,3.0,12000000, 8 maj 2020,±0,106195,ostermalm,113,4,
nybrogatan 23 c,413,3.0,7050000, 7 maj 2020,8,130556,ostermalm,54,2,
nybergsgatan 2,1610,3.0,8550000, 7 maj 2020,1,117123,ostermalm,73,3,
artillerigatan 41,3337,3.0,9800000, 7 maj 2020,3,104255,ostermalm,94,3,2
sibyllegatan 22,1653,3.0,6500000, 6 maj 2020,14,114035,ostermalm,57,2,2
skeppargatan 70 a,1540,,3875000, 4 maj 2020,1,94512,ostermalm,41,1,
birger jarlsgatan 104a,1619,2.0,2470000, 1 maj 2020,-1,117619,ostermalm,21,1,3
styrmansgatan 23,3949,3.0,10500000, 30 april 2020,-4,132911,ostermalm,79,3,
linnégatan 104,3738,,8900000, 30 april 2020,1,92708,ostermalm,96,4,
valhallavägen 152c,924,2.0,2500000, 29 april 2020,9,108696,ostermalm,23,1,
värtavägen 6,7258,3.0,20600000, 29 april 2020,-4,111957,ostermalm,184,6,
grevgatan 4 a,3295,3.0,9500000, 28 april 2020,6,109195,ostermalm,87,3,2
grev turegatan 78,1241,2.0,4210000, 28 april 2020,11,116944,ostermalm,36,2,
styrmansgatan 11a,2632,2.0,8850000, 28 april 2020,11,112025,ostermalm,79,3,
sturegatan 40,3629,3.0,8750000, 28 april 2020,-5,118243,ostermalm,74,3,
östermalmsgatan 67,5049,2.0,13300000, 27 april 2020,-1,100758,ostermalm,132,5,3
jungfrugatan 31,2523,2.0,5675000, 26 april 2020,3,93033,ostermalm,61,2,
artillerigatan 33,3418,3.0,7200000, 24 april 2020,-3,96000,ostermalm,75,3,
körsbärsvägen 6 a,1880,,2160000, 24 april 2020,8,93913,ostermalm,23,1,
eriksbergsgatan 34,3949,3.0,12800000, 24 april 2020,2,116364,ostermalm,110,3,
linnégatan 60,3250,3.0,6200000, 24 april 2020,-1,105085,ostermalm,59,2,
grevgatan 20b,1454,,4275000, 23 april 2020,10,125735,ostermalm,34,1,
värtavägen 10,1798,3.0,6200000, 23 april 2020,17,114815,ostermalm,54,2,2
värtavägen 18a,3432,3.0,13590000, 23 april 2020,18,102180,ostermalm,133,5,
skeppargatan 72 a,1795,1.0,4450000, 22 april 2020,6,117105,ostermalm,38,2,
grevgatan 25a,1311,,4100000, 22 april 2020,8,117143,ostermalm,35,2,
nybrogatan 87,1883,3.0,6900000, 21 april 2020,2,109524,ostermalm,63,2,4
nybrogatan 68,1749,3.0,5700000, 20 april 2020,2,101786,ostermalm,56,2,5
torstenssonsgatan 10a,1217,2.0,3200000, 20 april 2020,11,118519,ostermalm,27,1,
sibyllegatan 55,3658,1.0,10500000, 19 april 2020,-3,106061,ostermalm,99,3,
östermalmsgatan 32,5569,3.0,10350000, 18 april 2020,6,103500,ostermalm,100,4,
valhallavägen 16,4390,2.0,4900000, 17 april 2020,-2,58333,ostermalm,84,3,1
skeppargatan 29 a,1912,1.0,5940000, 17 april 2020,4,100678,ostermalm,59,2,1
eriksbergsgatan 1b,1672,2.0,5800000, 17 april 2020,4,113725,ostermalm,51,2,
ruddammsvägen 13,4248,3.0,6160000, 16 april 2020,19,73333,ostermalm,84,4,
birger jarlsgatan 104f,2159,2.0,2850000, 15 april 2020,19,95000,ostermalm,30,1,
wittstocksgatan 19,1617,3.0,4600000, 15 april 2020,2,100000,ostermalm,46,2,2
